diaName,signalName,StartMeter,EndMeter
3744B,館浜上り出発2R,12.76367,311.3577
3744B,上り閉塞6,311.3577,508.2416
3744B,上り閉塞8,508.2416,997.5868
3744B,駒野上り場内1RA,997.5868,1416.458
3744B,駒野上り場内2RA,1416.458,1721.989
3744B,駒野上り出発4R,1721.989,2333.5562
3744B,上り閉塞26,2333.5562,2789.7695
3744B,上り閉塞30,2789.7695,3390.4463
3744B,上り閉塞36,3390.4463,4037.331
3744B,上り閉塞42,4037.331,4640.65
3744B,上り閉塞48,4640.65,5331.024
3744B,上り閉塞56,5331.024,6010.24
3744B,上り閉塞62,6010.24,6611.239
3744B,上り閉塞68,6611.239,7165.581
3744B,上り閉塞74,7165.581,7586.5576
3744B,津崎上り場内1RA,7586.5576,7982.3896
3744B,津崎上り出発3R,7982.3896,8377.274
3744B,上り閉塞86,8377.274,8882.243
3744B,上り閉塞92,8882.243,9248.715
3744B,浜園上り場内1R,9248.715,9475.08
3744B,浜園上り出発2R,9475.08,10056.584
3744B,上り閉塞102,10056.584,10616.645
3744B,上り閉塞108,10616.645,11212.789
3744B,上り閉塞114,11212.789,11766.632
3744B,上り閉塞120,11766.632,12130.785
3744B,上り閉塞124,12130.785,12576.62
3744B,新野崎上り場内1RB,12576.62,12956.369
3744B,新野崎上り出発11R,12956.369,13368.358
3744B,上り閉塞136,13368.358,13852.339
3744B,上り閉塞142,13852.339,14318.079
3744B,上り閉塞146,14318.079,14817.8125
3744B,江ノ原検車区上り場内1RA,14817.8125,15322.228
3744B,上り閉塞156,15322.228,15527.671
3744B,大道寺上り場内1R,15527.671,15732.797
3744B,大道寺上り場内3R,15732.797,15880.68
