diaName,signalName,StartMeter,EndMeter
1107A,大道寺下り出発2L,20.79261,561.8777
1107A,江ノ原検車区下り場内1LA,561.8777,848.3897
1107A,下り閉塞151,848.3897,1367.3204
1107A,下り閉塞145,1367.3204,1649.0458
1107A,下り閉塞143,1649.0458,2142.9924
1107A,下り閉塞137,2142.9924,2500.5967
1107A,新野崎下り場内5LA,2500.5967,2828.7415
1107A,新野崎下り場内3L,2828.7415,2974.8567
1107A,新野崎下り出発1L,2974.8567,3524.8408
1107A,下り閉塞123,3524.8408,4121.4717
1107A,下り閉塞117,4121.4717,4723.459
1107A,下り閉塞111,4723.459,5280.376
1107A,下り閉塞105,5280.376,5603.3105
1107A,下り閉塞103,5603.3105,6059.559
1107A,浜園下り場内2L,6059.559,6428.3867
1107A,浜園下り出発1L,6428.3867,6998.8022
1107A,下り閉塞89,6998.8022,7542.9897
1107A,津崎下り場内3LA,7542.9897,7909.3853
1107A,津崎下り出発1L,7909.3853,8424.607
1107A,下り閉塞75,8424.607,8797.261
1107A,下り閉塞71,8797.261,9195.427
1107A,下り閉塞67,9195.427,9881.077
1107A,下り閉塞59,9881.077,10445.3
1107A,下り閉塞55,10445.3,10945.756
1107A,下り閉塞49,10945.756,11444.679
1107A,下り閉塞45,11444.679,11845.982
1107A,下り閉塞41,11845.982,12481.939
1107A,下り閉塞35,12481.939,13168.313
1107A,下り閉塞27,13168.313,13680.806
1107A,駒野下り場内11LA,13680.806,14181.7
1107A,駒野下り出発2L,14181.7,14608.331
1107A,駒野下り出発1L,14608.331,14920.844
1107A,下り閉塞9,14920.844,15162.025
1107A,下り閉塞7,15162.025,15413.7295
1107A,館浜下り場内1L,15413.7295,15883.39
