diaName,signalName,StartMeter,EndMeter
回862,館浜上り出発4R,15.18613,320.5975
回862,上り閉塞6,320.5975,517.9333
回862,上り閉塞8,517.9333,1007.2788
回862,駒野上り場内1RA,1007.2788,1426.154
回862,駒野上り場内2RA,1426.154,1731.6877
回862,駒野上り出発4R,1731.6877,2343.2588
回862,上り閉塞26,2343.2588,2799.463
回862,上り閉塞30,2799.463,3400.1338
回862,上り閉塞36,3400.1338,4047.0203
回862,上り閉塞42,4047.0203,4650.334
回862,上り閉塞48,4650.334,5340.709
回862,上り閉塞56,5340.709,6019.942
回862,上り閉塞62,6019.942,6620.9463
回862,上り閉塞68,6620.9463,7175.2896
回862,上り閉塞74,7175.2896,7596.2427
回862,津崎上り場内1RA,7596.2427,7992.0947
回862,津崎上り出発3R,7992.0947,8386.975
回862,上り閉塞86,8386.975,8891.957
回862,上り閉塞92,8891.957,9258.421
回862,浜園上り場内1R,9258.421,9484.796
回862,浜園上り出発2R,9484.796,10066.289
回862,上り閉塞102,10066.289,10626.354
回862,上り閉塞108,10626.354,11222.514
回862,上り閉塞114,11222.514,11776.371
回862,上り閉塞120,11776.371,12140.505
回862,上り閉塞124,12140.505,12586.054
回862,新野崎上り場内1RA,12586.054,12964.091
回862,新野崎上り出発12R,12964.091,13377.334
回862,上り閉塞136,13377.334,13861.314
回862,上り閉塞142,13861.314,14327.037
回862,上り閉塞146,14327.037,14827.365
回862,江ノ原検車区上り場内1RC,14827.365,15320.48
