diaName,signalName,StartMeter,EndMeter
766,館浜上り出発4R,56.43579,361.7438
766,上り閉塞6,361.7438,559.0752
766,上り閉塞8,559.0752,1048.4276
766,駒野上り場内1RA,1048.4276,1467.3
766,駒野上り場内2RB,1467.3,1772.1998
766,駒野上り出発3R,1772.1998,2383.7734
766,上り閉塞26,2383.7734,2839.9675
766,上り閉塞30,2839.9675,3440.646
766,上り閉塞36,3440.646,4087.5266
766,上り閉塞42,4087.5266,4690.832
766,上り閉塞48,4690.832,5381.204
766,上り閉塞56,5381.204,6060.4326
766,上り閉塞62,6060.4326,6661.4365
766,上り閉塞68,6661.4365,7215.7754
766,上り閉塞74,7215.7754,7636.7256
766,津崎上り場内1RA,7636.7256,8032.5806
766,津崎上り出発3R,8032.5806,8427.466
766,上り閉塞86,8427.466,8932.453
766,上り閉塞92,8932.453,9298.932
766,浜園上り場内1R,9298.932,9525.295
766,浜園上り出発2R,9525.295,10106.803
766,上り閉塞102,10106.803,10666.862
766,上り閉塞108,10666.862,11263.03
766,上り閉塞114,11263.03,11816.886
766,上り閉塞120,11816.886,12181.029
766,上り閉塞124,12181.029,12626.836
766,新野崎上り場内1RB,12626.836,13006.296
766,新野崎入換111R,13006.296,13333.73
