diaName,signalName,StartMeter,EndMeter
2084C,館浜上り出発3R,77.66745,382.1146
2084C,上り閉塞6,382.1146,578.9903
2084C,上り閉塞8,578.9903,1068.3436
2084C,駒野上り場内1RA,1068.3436,1487.2139
2084C,駒野上り場内2RA,1487.2139,1792.7532
2084C,駒野上り出発4R,1792.7532,2404.327
2084C,上り閉塞26,2404.327,2860.5293
2084C,上り閉塞30,2860.5293,3461.2046
2084C,上り閉塞36,3461.2046,4108.0923
2084C,上り閉塞42,4108.0923,4711.4067
2084C,上り閉塞48,4711.4067,5401.7812
2084C,上り閉塞56,5401.7812,6081.0107
2084C,上り閉塞62,6081.0107,6682.0146
2084C,上り閉塞68,6682.0146,7236.3584
2084C,上り閉塞74,7236.3584,7657.3237
2084C,津崎上り場内1RA,7657.3237,8053.168
2084C,津崎上り出発3R,8053.168,8448.046
2084C,上り閉塞86,8448.046,8953.025
2084C,上り閉塞92,8953.025,9319.502
2084C,浜園上り場内1R,9319.502,9545.858
2084C,浜園上り出発2R,9545.858,10127.376
2084C,上り閉塞102,10127.376,10687.434
2084C,上り閉塞108,10687.434,11283.61
2084C,上り閉塞114,11283.61,11837.459
2084C,上り閉塞120,11837.459,12201.615
2084C,上り閉塞124,12201.615,12647.138
2084C,新野崎上り場内1RA,12647.138,13025.19
2084C,新野崎上り出発12R,13025.19,13438.421
2084C,上り閉塞136,13438.421,13922.398
2084C,上り閉塞142,13922.398,14388.123
2084C,上り閉塞146,14388.123,14887.814
2084C,江ノ原検車区上り場内1RA,14887.814,15392.294
2084C,上り閉塞156,15392.294,15597.738
2084C,大道寺上り場内1R,15597.738,15791.82
2084C,大道寺上り場内8R,15791.82,15950.43
