diaName,signalName,StartMeter,EndMeter
2069,新野崎入換101L,5.311826,264.77148
2069,新野崎入換104L,264.77148,410.46588
2069,新野崎下り出発2L,410.46588,961.5527
2069,下り閉塞123,961.5527,1558.1746
2069,下り閉塞117,1558.1746,2160.1738
2069,下り閉塞111,2160.1738,2717.0767
2069,下り閉塞105,2717.0767,3040.014
2069,下り閉塞103,3040.014,3496.2688
2069,浜園下り場内2L,3496.2688,3865.0881
2069,浜園下り出発1L,3865.0881,4435.494
2069,下り閉塞89,4435.494,4980.229
2069,津崎下り場内3LB,4980.229,5344.7534
2069,津崎下り出発2L,5344.7534,5859.141
2069,下り閉塞75,5859.141,6231.796
2069,下り閉塞71,6231.796,6629.9585
2069,下り閉塞67,6629.9585,7315.5947
2069,下り閉塞59,7315.5947,7879.84
2069,下り閉塞55,7879.84,8380.302
2069,下り閉塞49,8380.302,8879.254
2069,下り閉塞45,8879.254,9280.52
2069,下り閉塞41,9280.52,9916.504
2069,下り閉塞35,9916.504,10602.864
2069,下り閉塞27,10602.864,11115.332
2069,駒野下り場内11LA,11115.332,11616.262
2069,駒野下り出発2L,11616.262,12042.887
2069,駒野下り出発1L,12042.887,12355.397
2069,下り閉塞9,12355.397,12596.569
2069,下り閉塞7,12596.569,12848.289
2069,館浜下り場内1LD,12848.289,13329.43
