diaName,signalName,StartMeter,EndMeter
1204A,館浜上り出発1R,14.99523,313.1458
1204A,上り閉塞6,313.1458,510.074
1204A,上り閉塞8,510.074,999.4316
1204A,駒野上り場内1RA,999.4316,1418.3016
1204A,駒野上り場内2RA,1418.3016,1723.8357
1204A,駒野上り出発4R,1723.8357,2335.4075
1204A,上り閉塞26,2335.4075,2791.631
1204A,上り閉塞30,2791.631,3392.2969
1204A,上り閉塞36,3392.2969,4039.1885
1204A,上り閉塞42,4039.1885,4642.505
1204A,上り閉塞48,4642.505,5332.8735
1204A,上り閉塞56,5332.8735,6012.1074
1204A,上り閉塞62,6012.1074,6613.1006
1204A,上り閉塞68,6613.1006,7167.4395
1204A,上り閉塞74,7167.4395,7588.404
1204A,津崎上り場内1RA,7588.404,7984.257
1204A,津崎上り出発3R,7984.257,8379.134
1204A,上り閉塞86,8379.134,8884.12
1204A,上り閉塞92,8884.12,9250.582
1204A,浜園上り場内1R,9250.582,9476.951
1204A,浜園上り出発2R,9476.951,10058.451
1204A,上り閉塞102,10058.451,10618.493
1204A,上り閉塞108,10618.493,11214.657
1204A,上り閉塞114,11214.657,11768.5
1204A,上り閉塞120,11768.5,12132.689
1204A,上り閉塞124,12132.689,12578.182
1204A,新野崎上り場内1RA,12578.182,12956.245
1204A,新野崎上り出発12R,12956.245,13369.475
1204A,上り閉塞136,13369.475,13853.418
1204A,上り閉塞142,13853.418,14319.183
1204A,上り閉塞146,14319.183,14818.902
1204A,江ノ原検車区上り場内1RA,14818.902,15323.362
1204A,上り閉塞156,15323.362,15528.807
1204A,大道寺上り場内1R,15528.807,15733.985
1204A,大道寺上り場内2R,15733.985,15878.76
