diaName,signalName,StartMeter,EndMeter
1282C,館浜上り出発3R,57.24713,361.69702
1282C,上り閉塞6,361.69702,558.5708
1282C,上り閉塞8,558.5708,1047.9238
1282C,駒野上り場内1RA,1047.9238,1466.7949
1282C,駒野上り場内2RA,1466.7949,1772.3324
1282C,駒野上り出発4R,1772.3324,2383.8997
1282C,上り閉塞26,2383.8997,2840.098
1282C,上り閉塞30,2840.098,3440.789
1282C,上り閉塞36,3440.789,4087.6755
1282C,上り閉塞42,4087.6755,4690.9883
1282C,上り閉塞48,4690.9883,5381.36
1282C,上り閉塞56,5381.36,6060.587
1282C,上り閉塞62,6060.587,6661.59
1282C,上り閉塞68,6661.59,7215.9316
1282C,上り閉塞74,7215.9316,7636.8755
1282C,津崎上り場内1RA,7636.8755,8032.7446
1282C,津崎上り出発3R,8032.7446,8427.622
1282C,上り閉塞86,8427.622,8932.598
1282C,上り閉塞92,8932.598,9299.081
1282C,浜園上り場内1R,9299.081,9525.448
1282C,浜園上り出発2R,9525.448,10106.947
1282C,上り閉塞102,10106.947,10667.007
1282C,上り閉塞108,10667.007,11263.177
1282C,上り閉塞114,11263.177,11817.014
1282C,上り閉塞120,11817.014,12181.154
1282C,上り閉塞124,12181.154,12626.987
1282C,新野崎上り場内1RB,12626.987,13006.448
1282C,新野崎上り出発11R,13006.448,13418.703
1282C,上り閉塞136,13418.703,13902.664
1282C,上り閉塞142,13902.664,14368.409
1282C,上り閉塞146,14368.409,14868.163
1282C,江ノ原検車区上り場内1RA,14868.163,15372.601
1282C,上り閉塞156,15372.601,15578.054
1282C,大道寺上り場内1RB,15578.054,15783.182
1282C,大道寺上り場内3R,15783.182,15916.504
1282C,大道寺入換105R,15916.504,16113.872
1282C,大道寺入換110R,16113.872,16283.94
