diaName,signalName,StartMeter,EndMeter
1283C,大道寺入換112L,8.694834,129.13776
1283C,大道寺入換110LD,129.13776,266.62122
1283C,大道寺入換104L,266.62122,414.07172
1283C,大道寺下り出発2L,414.07172,956.05786
1283C,江ノ原検車区下り場内1LA,956.05786,1242.5693
1283C,下り閉塞151,1242.5693,1761.5077
1283C,下り閉塞145,1761.5077,2043.2264
1283C,下り閉塞143,2043.2264,2537.2085
1283C,下り閉塞137,2537.2085,2894.9253
1283C,新野崎下り場内5LB,2894.9253,3222.8904
1283C,新野崎下り場内4L,3222.8904,3368.6865
1283C,新野崎下り出発2L,3368.6865,3919.7783
1283C,下り閉塞123,3919.7783,4516.3955
1283C,下り閉塞117,4516.3955,5118.397
1283C,下り閉塞111,5118.397,5675.297
1283C,下り閉塞105,5675.297,5998.2285
1283C,下り閉塞103,5998.2285,6454.4883
1283C,浜園下り場内2L,6454.4883,6823.3096
1283C,浜園下り出発1L,6823.3096,7393.7285
1283C,下り閉塞89,7393.7285,7937.9014
1283C,津崎下り場内3LA,7937.9014,8304.299
1283C,津崎下り出発1L,8304.299,8819.51
1283C,下り閉塞75,8819.51,9192.171
1283C,下り閉塞71,9192.171,9590.327
1283C,下り閉塞67,9590.327,10275.946
1283C,下り閉塞59,10275.946,10840.191
1283C,下り閉塞55,10840.191,11340.672
1283C,下り閉塞49,11340.672,11839.62
1283C,下り閉塞45,11839.62,12240.914
1283C,下り閉塞41,12240.914,12876.869
1283C,下り閉塞35,12876.869,13563.236
1283C,下り閉塞27,13563.236,14075.7295
1283C,駒野下り場内11LA,14075.7295,14576.638
1283C,駒野下り出発2L,14576.638,15003.246
1283C,駒野下り出発1L,15003.246,15315.743
1283C,下り閉塞9,15315.743,15556.91
1283C,下り閉塞7,15556.91,15808.63
1283C,館浜下り場内1LC,15808.63,16289.16
