diaName,signalName,StartMeter,EndMeter
678B,館浜上り出発2R,12.76367,311.3589
678B,上り閉塞6,311.3589,508.2342
678B,上り閉塞8,508.2342,997.58875
678B,駒野上り場内1RA,997.58875,1416.4586
678B,駒野上り場内2RA,1416.4586,1721.9888
678B,駒野上り出発4R,1721.9888,2333.564
678B,上り閉塞26,2333.564,2789.7908
678B,上り閉塞30,2789.7908,3390.4583
678B,上り閉塞36,3390.4583,4037.335
678B,上り閉塞42,4037.335,4640.6562
678B,上り閉塞48,4640.6562,5331.023
678B,上り閉塞56,5331.023,6010.2666
678B,上り閉塞62,6010.2666,6611.261
678B,上り閉塞68,6611.261,7165.6045
678B,上り閉塞74,7165.6045,7586.5693
678B,津崎上り場内1RA,7586.5693,7982.4136
678B,津崎上り出発3R,7982.4136,8377.295
678B,上り閉塞86,8377.295,8882.274
678B,上り閉塞92,8882.274,9248.74
678B,浜園上り場内1R,9248.74,9475.123
678B,浜園上り出発2R,9475.123,10056.606
678B,上り閉塞102,10056.606,10616.662
678B,上り閉塞108,10616.662,11212.853
678B,上り閉塞114,11212.853,11766.6875
678B,上り閉塞120,11766.6875,12130.84
678B,上り閉塞124,12130.84,12576.368
678B,新野崎上り場内1RA,12576.368,12954.429
678B,新野崎上り出発12R,12954.429,13367.657
678B,上り閉塞136,13367.657,13851.737
678B,上り閉塞142,13851.737,14317.389
678B,上り閉塞146,14317.389,14817.106
678B,江ノ原検車区上り場内1RA,14817.106,15321.549
678B,上り閉塞156,15321.549,15526.99
678B,大道寺上り場内1RA,15526.99,15732.162
678B,大道寺上り場内2R,15732.162,15879.16
