diaName,signalName,StartMeter,EndMeter
2066,館浜上り出発4R,76.7832,382.0882
2066,上り閉塞6,382.0882,579.42267
2066,上り閉塞8,579.42267,1068.7716
2066,駒野上り場内1RA,1068.7716,1487.6414
2066,駒野上り場内2RA,1487.6414,1793.1698
2066,駒野上り出発4R,1793.1698,2404.753
2066,上り閉塞26,2404.753,2860.9524
2066,上り閉塞30,2860.9524,3461.6377
2066,上り閉塞36,3461.6377,4108.521
2066,上り閉塞42,4108.521,4711.8325
2066,上り閉塞48,4711.8325,5402.206
2066,上り閉塞56,5402.206,6081.4185
2066,上り閉塞62,6081.4185,6682.4263
2066,上り閉塞68,6682.4263,7236.7686
2066,上り閉塞74,7236.7686,7657.7095
2066,津崎上り場内1RA,7657.7095,8053.578
2066,津崎上り出発3R,8053.578,8448.455
2066,上り閉塞86,8448.455,8953.425
2066,上り閉塞92,8953.425,9319.892
2066,浜園上り場内1R,9319.892,9546.267
2066,浜園上り出発2R,9546.267,10127.771
2066,上り閉塞102,10127.771,10687.844
2066,上り閉塞108,10687.844,11283.994
2066,上り閉塞114,11283.994,11837.839
2066,上り閉塞120,11837.839,12201.984
2066,上り閉塞124,12201.984,12647.806
2066,新野崎上り場内1RB,12647.806,13027.278
2066,新野崎入換111R,13027.278,13333.52
