diaName,signalName,StartMeter,EndMeter
766,館浜上り出発4R,15.23909,320.6588
766,上り閉塞6,320.6588,517.98816
766,上り閉塞8,517.98816,1007.3359
766,駒野上り場内1RA,1007.3359,1426.2103
766,駒野上り場内2RB,1426.2103,1731.0929
766,駒野上り出発3R,1731.0929,2342.6711
766,上り閉塞26,2342.6711,2798.8772
766,上り閉塞30,2798.8772,3399.5547
766,上り閉塞36,3399.5547,4046.4375
766,上り閉塞42,4046.4375,4649.759
766,上り閉塞48,4649.759,5340.131
766,上り閉塞56,5340.131,6019.354
766,上り閉塞62,6019.354,6620.3506
766,上り閉塞68,6620.3506,7174.6934
766,上り閉塞74,7174.6934,7595.6177
766,津崎上り場内1RA,7595.6177,7991.503
766,津崎上り出発3R,7991.503,8386.385
766,上り閉塞86,8386.385,8891.367
766,上り閉塞92,8891.367,9257.85
766,浜園上り場内1R,9257.85,9484.203
766,浜園上り出発2R,9484.203,10065.7
766,上り閉塞102,10065.7,10625.74
766,上り閉塞108,10625.74,11221.906
766,上り閉塞114,11221.906,11775.765
766,上り閉塞120,11775.765,12139.9
766,上り閉塞124,12139.9,12585.715
766,新野崎上り場内1RB,12585.715,12965.484
766,新野崎入換111R,12965.484,13333.62
