diaName,signalName,StartMeter,EndMeter
555B,江ノ原検車区下り出発3L,4.205133,277.7711
555B,下り閉塞151,277.7711,796.8418
555B,下り閉塞145,796.8418,1078.5786
555B,下り閉塞143,1078.5786,1572.546
555B,下り閉塞137,1572.546,1930.0879
555B,新野崎下り場内5LA,1930.0879,2258.2734
555B,新野崎下り場内3L,2258.2734,2404.3901
555B,新野崎下り出発1L,2404.3901,2954.3787
555B,下り閉塞123,2954.3787,3550.9717
555B,下り閉塞117,3550.9717,4152.9995
555B,下り閉塞111,4152.9995,4709.908
555B,下り閉塞105,4709.908,5032.8438
555B,下り閉塞103,5032.8438,5489.103
555B,浜園下り場内2L,5489.103,5857.917
555B,浜園下り出発1L,5857.917,6428.3306
555B,下り閉塞89,6428.3306,6972.5137
555B,津崎下り場内3LA,6972.5137,7338.9116
555B,津崎下り出発1L,7338.9116,7854.135
555B,下り閉塞75,7854.135,8226.789
555B,下り閉塞71,8226.789,8624.953
555B,下り閉塞67,8624.953,9310.576
555B,下り閉塞59,9310.576,9874.813
555B,下り閉塞55,9874.813,10375.28
555B,下り閉塞49,10375.28,10874.237
555B,下り閉塞45,10874.237,11275.523
555B,下り閉塞41,11275.523,11911.497
555B,下り閉塞35,11911.497,12597.881
555B,下り閉塞27,12597.881,13110.41
555B,駒野下り場内11LA,13110.41,13611.322
555B,駒野下り出発2L,13611.322,14037.916
555B,駒野下り出発1L,14037.916,14350.422
555B,下り閉塞9,14350.422,14591.597
555B,下り閉塞7,14591.597,14843.295
555B,館浜下り場内1LB,14843.295,15314.97
