diaName,signalName,StartMeter,EndMeter
回503A,江ノ原検車区下り出発2L,6.401961,279.6507
回503A,下り閉塞151,279.6507,798.86084
回503A,下り閉塞145,798.86084,1080.5912
回503A,下り閉塞143,1080.5912,1574.569
回503A,下り閉塞137,1574.569,1932.1117
回503A,新野崎下り場内5LA,1932.1117,2260.2883
回503A,新野崎下り場内3L,2260.2883,2406.4065
回503A,新野崎下り出発1L,2406.4065,2956.392
回503A,下り閉塞123,2956.392,3552.9727
回503A,下り閉塞117,3552.9727,4155.006
回503A,下り閉塞111,4155.006,4711.9053
回503A,下り閉塞105,4711.9053,5034.842
回503A,下り閉塞103,5034.842,5491.0938
回503A,浜園下り場内2L,5491.0938,5859.916
回503A,浜園下り出発1L,5859.916,6430.326
回503A,下り閉塞89,6430.326,6974.4907
回503A,津崎下り場内3LA,6974.4907,7340.9062
回503A,津崎下り出発1L,7340.9062,7856.1353
回503A,下り閉塞75,7856.1353,8228.784
回503A,下り閉塞71,8228.784,8626.966
回503A,下り閉塞67,8626.966,9312.582
回503A,下り閉塞59,9312.582,9876.828
回503A,下り閉塞55,9876.828,10377.311
回503A,下り閉塞49,10377.311,10876.199
回503A,下り閉塞45,10876.199,11277.523
回503A,下り閉塞41,11277.523,11913.498
回503A,下り閉塞35,11913.498,12599.879
回503A,下り閉塞27,12599.879,13112.396
回503A,駒野下り場内11LA,13112.396,13613.264
回503A,駒野下り出発2L,13613.264,14039.898
回503A,駒野下り出発1L,14039.898,14352.412
回503A,下り閉塞9,14352.412,14593.564
回503A,下り閉塞7,14593.564,14845.253
回503A,館浜下り場内1LA,14845.253,15315.13
