diaName,signalName,StartMeter,EndMeter
550B,館浜上り出発3R,98.34723,402.7966
550B,上り閉塞6,402.7966,599.6741
550B,上り閉塞8,599.6741,1089.0262
550B,駒野上り場内1RA,1089.0262,1507.895
550B,駒野上り場内2RA,1507.895,1813.4258
550B,駒野上り出発4R,1813.4258,2425.0054
550B,上り閉塞26,2425.0054,2881.2073
550B,上り閉塞30,2881.2073,3481.8845
550B,上り閉塞36,3481.8845,4128.769
550B,上り閉塞42,4128.769,4732.066
550B,上り閉塞48,4732.066,5422.4497
550B,上り閉塞56,5422.4497,6101.664
550B,上り閉塞62,6101.664,6702.684
550B,上り閉塞68,6702.684,7257.0225
550B,上り閉塞74,7257.0225,7677.9775
550B,津崎上り場内1RA,7677.9775,8073.8228
550B,津崎上り出発3R,8073.8228,8468.706
550B,上り閉塞86,8468.706,8973.663
550B,上り閉塞92,8973.663,9340.143
550B,浜園上り場内1R,9340.143,9566.508
550B,浜園上り出発2R,9566.508,10148.025
550B,上り閉塞102,10148.025,10708.062
550B,上り閉塞108,10708.062,11304.219
550B,上り閉塞114,11304.219,11858.089
550B,上り閉塞120,11858.089,12222.223
550B,上り閉塞124,12222.223,12667.737
550B,新野崎上り場内1RA,12667.737,13045.79
550B,新野崎上り出発12R,13045.79,13459.026
550B,上り閉塞136,13459.026,13943.064
550B,上り閉塞142,13943.064,14408.741
550B,上り閉塞146,14408.741,14908.47
550B,江ノ原検車区上り場内1RA,14908.47,15412.917
550B,上り閉塞156,15412.917,15618.38
550B,大道寺上り場内1R,15618.38,15823.54
550B,大道寺上り場内2R,15823.54,15887.25
