diaName,signalName,StartMeter,EndMeter
791C,大道寺入換112L,8.641865,129.08388
791C,大道寺入換110L,129.08388,266.56885
791C,大道寺入換104L,266.56885,414.0213
791C,大道寺下り出発2L,414.0213,956.0046
791C,江ノ原検車区下り場内1LA,956.0046,1242.5155
791C,下り閉塞151,1242.5155,1761.4396
791C,下り閉塞145,1761.4396,2043.1787
791C,下り閉塞143,2043.1787,2537.1436
791C,下り閉塞137,2537.1436,2894.7344
791C,新野崎下り場内5LA,2894.7344,3222.8706
791C,新野崎下り場内3L,3222.8706,3368.988
791C,新野崎下り出発1L,3368.988,3918.9705
791C,下り閉塞123,3918.9705,4515.551
791C,下り閉塞117,4515.551,5117.601
791C,下り閉塞111,5117.601,5674.5054
791C,下り閉塞105,5674.5054,5997.446
791C,下り閉塞103,5997.446,6453.698
791C,浜園下り場内2L,6453.698,6822.518
791C,浜園下り出発1L,6822.518,7392.9155
791C,下り閉塞89,7392.9155,7937.0854
791C,津崎下り場内3LA,7937.0854,8303.503
791C,津崎下り出発1L,8303.503,8818.728
791C,下り閉塞75,8818.728,9191.374
791C,下り閉塞71,9191.374,9589.543
791C,下り閉塞67,9589.543,10275.171
791C,下り閉塞59,10275.171,10839.421
791C,下り閉塞55,10839.421,11339.897
791C,下り閉塞49,11339.897,11838.816
791C,下り閉塞45,11838.816,12240.13
791C,下り閉塞41,12240.13,12876.104
791C,下り閉塞35,12876.104,13562.474
791C,下り閉塞27,13562.474,14074.959
791C,駒野下り場内11LA,14074.959,14575.865
791C,駒野下り出発2L,14575.865,15002.5
791C,駒野下り出発1L,15002.5,15314.993
791C,下り閉塞9,15314.993,15556.174
791C,下り閉塞7,15556.174,15807.836
791C,館浜下り場内1L,15807.836,16227.42
