diaName,signalName,StartMeter,EndMeter
回862,館浜上り出発4R,56.43579,361.7456
回862,上り閉塞6,361.7456,559.0778
回862,上り閉塞8,559.0778,1048.4316
回862,駒野上り場内1RA,1048.4316,1467.2998
回862,駒野上り場内2RA,1467.2998,1772.8344
回862,駒野上り出発4R,1772.8344,2384.4053
回862,上り閉塞26,2384.4053,2840.5962
回862,上り閉塞30,2840.5962,3441.3071
回862,上り閉塞36,3441.3071,4088.1863
回862,上り閉塞42,4088.1863,4691.492
回862,上り閉塞48,4691.492,5381.866
回862,上り閉塞56,5381.866,6061.083
回862,上り閉塞62,6061.083,6662.095
回862,上り閉塞68,6662.095,7216.443
回862,上り閉塞74,7216.443,7637.3804
回862,津崎上り場内1RA,7637.3804,8033.2515
回862,津崎上り出発3R,8033.2515,8428.133
回862,上り閉塞86,8428.133,8933.125
回862,上り閉塞92,8933.125,9299.57
回862,浜園上り場内1R,9299.57,9525.944
回862,浜園上り出発2R,9525.944,10107.446
回862,上り閉塞102,10107.446,10667.502
回862,上り閉塞108,10667.502,11263.665
回862,上り閉塞114,11263.665,11817.534
回862,上り閉塞120,11817.534,12181.686
回862,上り閉塞124,12181.686,12627.278
回862,新野崎上り場内1RA,12627.278,13005.275
回862,新野崎上り出発12R,13005.275,13418.528
回862,上り閉塞136,13418.528,13902.508
回862,上り閉塞142,13902.508,14368.216
回862,上り閉塞146,14368.216,14868.576
回862,江ノ原検車区上り場内1RC,14868.576,15320.02
