diaName,signalName,StartMeter,EndMeter
791C,大道寺入換112L,8.860675,129.30252
791C,大道寺入換110LD,129.30252,266.7857
791C,大道寺入換104L,266.7857,414.23682
791C,大道寺下り出発2L,414.23682,956.2241
791C,江ノ原検車区下り場内1LA,956.2241,1242.7366
791C,下り閉塞151,1242.7366,1761.6625
791C,下り閉塞145,1761.6625,2043.3953
791C,下り閉塞143,2043.3953,2537.3674
791C,下り閉塞137,2537.3674,2894.9304
791C,新野崎下り場内5LA,2894.9304,3223.0999
791C,新野崎下り場内3L,3223.0999,3369.2163
791C,新野崎下り出発1L,3369.2163,3919.1975
791C,下り閉塞123,3919.1975,4515.817
791C,下り閉塞117,4515.817,5117.813
791C,下り閉塞111,5117.813,5674.717
791C,下り閉塞105,5674.717,5997.6597
791C,下り閉塞103,5997.6597,6453.917
791C,浜園下り場内2L,6453.917,6822.7407
791C,浜園下り出発1L,6822.7407,7393.1357
791C,下り閉塞89,7393.1357,7937.318
791C,津崎下り場内3LA,7937.318,8303.738
791C,津崎下り出発1L,8303.738,8818.961
791C,下り閉塞75,8818.961,9191.63
791C,下り閉塞71,9191.63,9589.807
791C,下り閉塞67,9589.807,10275.415
791C,下り閉塞59,10275.415,10839.674
791C,下り閉塞55,10839.674,11340.13
791C,下り閉塞49,11340.13,11839.074
791C,下り閉塞45,11839.074,12240.358
791C,下り閉塞41,12240.358,12876.33
791C,下り閉塞35,12876.33,13562.71
791C,下り閉塞27,13562.71,14075.218
791C,駒野下り場内11LA,14075.218,14576.154
791C,駒野下り出発2L,14576.154,15002.757
791C,駒野下り出発1L,15002.757,15315.249
791C,下り閉塞9,15315.249,15556.377
791C,下り閉塞7,15556.377,15808.11
791C,館浜下り場内1LB,15808.11,16279.97
