diaName,signalName,StartMeter,EndMeter
回451,江ノ原検車区下り出発2L,4.415051,277.66418
回451,下り閉塞151,277.66418,796.8676
回451,下り閉塞145,796.8676,1078.6069
回451,下り閉塞143,1078.6069,1572.5708
回451,下り閉塞137,1572.5708,1930.1383
回451,新野崎下り場内5LA,1930.1383,2258.3047
回451,新野崎下り場内3L,2258.3047,2404.4214
回451,新野崎下り出発1L,2404.4214,2954.4075
回451,下り閉塞123,2954.4075,3551.0386
回451,下り閉塞117,3551.0386,4153.0293
回451,下り閉塞111,4153.0293,4709.933
回451,下り閉塞105,4709.933,5032.8755
回451,下り閉塞103,5032.8755,5489.122
回451,浜園下り場内2L,5489.122,5857.947
回451,浜園下り出発1L,5857.947,6428.3467
回451,下り閉塞89,6428.3467,6972.5146
回451,津崎下り場内3LA,6972.5146,7338.9404
回451,津崎下り出発1L,7338.9404,7854.1626
回451,下り閉塞75,7854.1626,8226.813
回451,下り閉塞71,8226.813,8624.967
回451,下り閉塞67,8624.967,9310.595
回451,下り閉塞59,9310.595,9874.861
回451,下り閉塞55,9874.861,10375.316
回451,下り閉塞49,10375.316,10874.243
回451,下り閉塞45,10874.243,11275.535
回451,下り閉塞41,11275.535,11911.518
回451,下り閉塞35,11911.518,12597.896
回451,下り閉塞27,12597.896,13110.404
回451,駒野下り場内11LA,13110.404,13611.31
回451,駒野下り出発2L,13611.31,14037.927
回451,駒野下り出発1L,14037.927,14350.447
回451,下り閉塞9,14350.447,14591.612
回451,下り閉塞7,14591.612,14843.335
回451,館浜下り場内1LC,14843.335,15324.49
