diaName,signalName,StartMeter,EndMeter
573,浜園入換101L,14.20372,256.8928
573,浜園下り出発1L,256.8928,827.3542
573,下り閉塞89,827.3542,1371.519
573,津崎下り場内3LA,1371.519,1737.937
573,津崎下り出発1L,1737.937,2253.158
573,下り閉塞75,2253.158,2625.8047
573,下り閉塞71,2625.8047,3023.971
573,下り閉塞67,3023.971,3709.6084
573,下り閉塞59,3709.6084,4273.844
573,下り閉塞55,4273.844,4774.3057
573,下り閉塞49,4774.3057,5273.231
573,下り閉塞45,5273.231,5674.552
573,下り閉塞41,5674.552,6310.5146
573,下り閉塞35,6310.5146,6996.8877
573,下り閉塞27,6996.8877,7509.411
573,駒野下り場内11LA,7509.411,8010.3335
573,駒野下り出発2L,8010.3335,8436.935
573,駒野下り出発1L,8436.935,8749.435
573,下り閉塞9,8749.435,8990.624
573,下り閉塞7,8990.624,9242.34
573,館浜下り場内1L,9242.34,9723.69
