diaName,signalName,StartMeter,EndMeter
711A,大道寺下り出発2L,20.79261,561.8799
711A,江ノ原検車区下り場内1LA,561.8799,848.3869
711A,下り閉塞151,848.3869,1367.3219
711A,下り閉塞145,1367.3219,1649.0464
711A,下り閉塞143,1649.0464,2142.9785
711A,下り閉塞137,2142.9785,2500.554
711A,新野崎下り場内5LA,2500.554,2828.7334
711A,新野崎下り場内3L,2828.7334,2974.8613
711A,新野崎下り出発1L,2974.8613,3524.8413
711A,下り閉塞123,3524.8413,4121.4478
711A,下り閉塞117,4121.4478,4723.4634
711A,下り閉塞111,4723.4634,5280.362
711A,下り閉塞105,5280.362,5603.3003
711A,下り閉塞103,5603.3003,6059.556
711A,浜園下り場内2L,6059.556,6428.3735
711A,浜園下り出発1L,6428.3735,6998.7944
711A,下り閉塞89,6998.7944,7542.9487
711A,津崎下り場内3LA,7542.9487,7909.3584
711A,津崎下り出発1L,7909.3584,8424.586
711A,下り閉塞75,8424.586,8797.233
711A,下り閉塞71,8797.233,9195.406
711A,下り閉塞67,9195.406,9881.049
711A,下り閉塞59,9881.049,10445.297
711A,下り閉塞55,10445.297,10945.752
711A,下り閉塞49,10945.752,11444.6875
711A,下り閉塞45,11444.6875,11845.979
711A,下り閉塞41,11845.979,12481.947
711A,下り閉塞35,12481.947,13168.3
711A,下り閉塞27,13168.3,13680.775
711A,駒野下り場内11LA,13680.775,14181.712
711A,駒野下り出発2L,14181.712,14608.323
711A,駒野下り出発1L,14608.323,14920.831
711A,下り閉塞9,14920.831,15161.999
711A,下り閉塞7,15161.999,15413.714
711A,館浜下り場内1LA,15413.714,15883.56
