diaName,signalName,StartMeter,EndMeter
1267,新野崎入換101L,5.091797,264.55182
1267,新野崎入換104L,264.55182,410.245
1267,新野崎下り出発2L,410.245,961.3319
1267,下り閉塞123,961.3319,1557.9319
1267,下り閉塞117,1557.9319,2159.9592
1267,下り閉塞111,2159.9592,2716.862
1267,下り閉塞105,2716.862,3039.807
1267,下り閉塞103,3039.807,3496.0552
1267,浜園下り場内2L,3496.0552,3864.8813
1267,浜園下り出発1L,3864.8813,4435.2866
1267,下り閉塞89,4435.2866,4979.9834
1267,津崎下り場内3LB,4979.9834,5344.5454
1267,津崎下り出発2L,5344.5454,5858.921
1267,下り閉塞75,5858.921,6231.5693
1267,下り閉塞71,6231.5693,6629.738
1267,下り閉塞67,6629.738,7315.369
1267,下り閉塞59,7315.369,7879.604
1267,下り閉塞55,7879.604,8380.068
1267,下り閉塞49,8380.068,8878.987
1267,下り閉塞45,8878.987,9280.288
1267,下り閉塞41,9280.288,9916.252
1267,下り閉塞35,9916.252,10602.61
1267,下り閉塞27,10602.61,11115.126
1267,駒野下り場内11LA,11115.126,11616.053
1267,駒野下り出発2L,11616.053,12042.66
1267,駒野下り出発1L,12042.66,12355.173
1267,下り閉塞9,12355.173,12596.292
1267,下り閉塞7,12596.292,12848.074
1267,館浜下り場内1LD,12848.074,13328.23
