diaName,signalName,StartMeter,EndMeter
1261,新野崎入換101L,5.091797,264.55087
1261,新野崎入換104L,264.55087,410.2454
1261,新野崎下り出発2L,410.2454,961.3361
1261,下り閉塞123,961.3361,1557.923
1261,下り閉塞117,1557.923,2159.9438
1261,下り閉塞111,2159.9438,2716.847
1261,下り閉塞105,2716.847,3039.7798
1261,下り閉塞103,3039.7798,3496.0322
1261,浜園下り場内2L,3496.0322,3864.8533
1261,浜園下り出発1L,3864.8533,4435.251
1261,下り閉塞89,4435.251,4979.4253
1261,津崎下り場内3LA,4979.4253,5345.838
1261,津崎下り出発1L,5345.838,5861.0547
1261,下り閉塞75,5861.0547,6233.7085
1261,下り閉塞71,6233.7085,6631.8726
1261,下り閉塞67,6631.8726,7317.503
1261,下り閉塞59,7317.503,7881.746
1261,下り閉塞55,7881.746,8382.21
1261,下り閉塞49,8382.21,8881.142
1261,下り閉塞45,8881.142,9282.452
1261,下り閉塞41,9282.452,9918.417
1261,下り閉塞35,9918.417,10604.783
1261,下り閉塞27,10604.783,11117.271
1261,駒野下り場内11LA,11117.271,11618.18
1261,駒野下り出発2L,11618.18,12044.795
1261,駒野下り出発1L,12044.795,12357.3
1261,下り閉塞9,12357.3,12598.472
1261,下り閉塞7,12598.472,12850.202
1261,館浜下り場内1L,12850.202,13313.47
