diaName,signalName,StartMeter,EndMeter
3744B,館浜上り出発2R,12.76367,311.3613
3744B,上り閉塞6,311.3613,508.23486
3744B,上り閉塞8,508.23486,997.59033
3744B,駒野上り場内1RA,997.59033,1416.4589
3744B,駒野上り場内2RA,1416.4589,1721.9958
3744B,駒野上り出発4R,1721.9958,2333.5627
3744B,上り閉塞26,2333.5627,2789.7693
3744B,上り閉塞30,2789.7693,3390.4463
3744B,上り閉塞36,3390.4463,4037.3347
3744B,上り閉塞42,4037.3347,4640.645
3744B,上り閉塞48,4640.645,5331.0264
3744B,上り閉塞56,5331.0264,6010.2544
3744B,上り閉塞62,6010.2544,6611.266
3744B,上り閉塞68,6611.266,7165.6094
3744B,上り閉塞74,7165.6094,7586.5845
3744B,津崎上り場内1RA,7586.5845,7982.418
3744B,津崎上り出発3R,7982.418,8377.296
3744B,上り閉塞86,8377.296,8882.264
3744B,上り閉塞92,8882.264,9248.736
3744B,浜園上り場内1R,9248.736,9475.1045
3744B,浜園上り出発2R,9475.1045,10056.632
3744B,上り閉塞102,10056.632,10616.674
3744B,上り閉塞108,10616.674,11212.846
3744B,上り閉塞114,11212.846,11766.708
3744B,上り閉塞120,11766.708,12130.839
3744B,上り閉塞124,12130.839,12576.674
3744B,新野崎上り場内1RB,12576.674,12956.431
3744B,新野崎上り出発11R,12956.431,13368.4375
3744B,上り閉塞136,13368.4375,13852.498
3744B,上り閉塞142,13852.498,14318.175
3744B,上り閉塞146,14318.175,14817.852
3744B,江ノ原検車区上り場内1RA,14817.852,15322.316
3744B,上り閉塞156,15322.316,15527.766
3744B,大道寺上り場内1RB,15527.766,15732.9
3744B,大道寺上り場内3R,15732.9,15880.41
