diaName,signalName,StartMeter,EndMeter
782C,館浜上り出発3R,16.48554,320.69928
782C,上り閉塞6,320.69928,517.5739
782C,上り閉塞8,517.5739,1006.9187
782C,駒野上り場内1RA,1006.9187,1425.7954
782C,駒野上り場内2RA,1425.7954,1731.3276
782C,駒野上り出発4R,1731.3276,2342.895
782C,上り閉塞26,2342.895,2799.1077
782C,上り閉塞30,2799.1077,3399.789
782C,上り閉塞36,3399.789,4046.6697
782C,上り閉塞42,4046.6697,4649.984
782C,上り閉塞48,4649.984,5340.359
782C,上り閉塞56,5340.359,6019.565
782C,上り閉塞62,6019.565,6620.5825
782C,上り閉塞68,6620.5825,7174.9272
782C,上り閉塞74,7174.9272,7595.891
782C,津崎上り場内1RA,7595.891,7991.7334
782C,津崎上り出発3R,7991.7334,8386.611
782C,上り閉塞86,8386.611,8891.596
782C,上り閉塞92,8891.596,9258.0625
782C,浜園上り場内1R,9258.0625,9484.462
782C,浜園上り出発2R,9484.462,10065.935
782C,上り閉塞102,10065.935,10625.989
782C,上り閉塞108,10625.989,11222.172
782C,上り閉塞114,11222.172,11776.021
782C,上り閉塞120,11776.021,12140.165
782C,上り閉塞124,12140.165,12585.985
782C,新野崎上り場内1RB,12585.985,12965.683
782C,新野崎上り出発11R,12965.683,13377.69
782C,上り閉塞136,13377.69,13861.68
782C,上り閉塞142,13861.68,14327.412
782C,上り閉塞146,14327.412,14827.123
782C,江ノ原検車区上り場内1RA,14827.123,15331.573
782C,上り閉塞156,15331.573,15537.0205
782C,大道寺上り場内1R,15537.0205,15742.145
782C,大道寺上り場内3R,15742.145,15875.464
782C,大道寺入換105R,15875.464,16072.837
782C,大道寺入換110R,16072.837,16284.06
