diaName,signalName,StartMeter,EndMeter
671,江ノ原検車区下り出発2L,4.4145937,277.664
671,下り閉塞151,277.664,796.874
671,下り閉塞145,796.874,1078.6055
671,下り閉塞143,1078.6055,1572.5602
671,下り閉塞137,1572.5602,1930.1482
671,新野崎下り場内5LA,1930.1482,2258.3003
671,新野崎下り場内3L,2258.3003,2404.4175
671,新野崎下り出発1L,2404.4175,2954.3936
671,下り閉塞123,2954.3936,3550.9993
671,下り閉塞117,3550.9993,4153.015
671,下り閉塞111,4153.015,4709.9224
671,下り閉塞105,4709.9224,5032.858
671,下り閉塞103,5032.858,5489.1064
671,浜園下り場内2L,5489.1064,5857.934
671,浜園下り出発1L,5857.934,6428.326
671,下り閉塞89,6428.326,6972.5254
671,津崎下り場内3LA,6972.5254,7338.9253
671,津崎下り出発1L,7338.9253,7854.1387
671,下り閉塞75,7854.1387,8226.795
671,下り閉塞71,8226.795,8624.952
671,下り閉塞67,8624.952,9310.607
671,下り閉塞59,9310.607,9874.842
671,下り閉塞55,9874.842,10375.313
671,下り閉塞49,10375.313,10874.246
671,下り閉塞45,10874.246,11275.55
671,下り閉塞41,11275.55,11911.52
671,下り閉塞35,11911.52,12597.877
671,下り閉塞27,12597.877,13110.424
671,駒野下り場内11LA,13110.424,13611.288
671,駒野下り出発2L,13611.288,14037.903
671,駒野下り出発1L,14037.903,14350.406
671,下り閉塞9,14350.406,14591.623
671,下り閉塞7,14591.623,14843.306
671,館浜下り場内1LD,14843.306,15324.62
