diaName,signalName,StartMeter,EndMeter
1282C,館浜上り出発3R,16.53849,320.7519
1282C,上り閉塞6,320.7519,517.6286
1282C,上り閉塞8,517.6286,1006.9783
1282C,駒野上り場内1RA,1006.9783,1425.8499
1282C,駒野上り場内2RA,1425.8499,1731.3811
1282C,駒野上り出発4R,1731.3811,2342.9602
1282C,上り閉塞26,2342.9602,2799.168
1282C,上り閉塞30,2799.168,3399.838
1282C,上り閉塞36,3399.838,4046.7268
1282C,上り閉塞42,4046.7268,4650.0356
1282C,上り閉塞48,4650.0356,5340.41
1282C,上り閉塞56,5340.41,6019.65
1282C,上り閉塞62,6019.65,6620.6523
1282C,上り閉塞68,6620.6523,7174.9917
1282C,上り閉塞74,7174.9917,7595.919
1282C,津崎上り場内1RA,7595.919,7991.803
1282C,津崎上り出発3R,7991.803,8386.684
1282C,上り閉塞86,8386.684,8891.662
1282C,上り閉塞92,8891.662,9258.142
1282C,浜園上り場内1R,9258.142,9484.503
1282C,浜園上り出発2R,9484.503,10066.003
1282C,上り閉塞102,10066.003,10626.055
1282C,上り閉塞108,10626.055,11222.227
1282C,上り閉塞114,11222.227,11776.066
1282C,上り閉塞120,11776.066,12140.24
1282C,上り閉塞124,12140.24,12586.045
1282C,新野崎上り場内1RB,12586.045,12965.788
1282C,新野崎上り出発11R,12965.788,13377.781
1282C,上り閉塞136,13377.781,13861.882
1282C,上り閉塞142,13861.882,14327.451
1282C,上り閉塞146,14327.451,14827.192
1282C,江ノ原検車区上り場内1RA,14827.192,15331.638
1282C,上り閉塞156,15331.638,15537.084
1282C,大道寺上り場内1RB,15537.084,15742.218
1282C,大道寺上り場内3R,15742.218,15875.55
1282C,大道寺入換105R,15875.55,16072.918
1282C,大道寺入換110R,16072.918,16283.87
