diaName,signalName,StartMeter,EndMeter
782C,館浜上り出発3R,16.53849,320.75128
782C,上り閉塞6,320.75128,517.6254
782C,上り閉塞8,517.6254,1006.9762
782C,駒野上り場内1RA,1006.9762,1425.8464
782C,駒野上り場内2RA,1425.8464,1731.3853
782C,駒野上り出発4R,1731.3853,2342.9575
782C,上り閉塞26,2342.9575,2799.148
782C,上り閉塞30,2799.148,3399.8384
782C,上り閉塞36,3399.8384,4046.722
782C,上り閉塞42,4046.722,4650.036
782C,上り閉塞48,4650.036,5340.3916
782C,上り閉塞56,5340.3916,6019.6323
782C,上り閉塞62,6019.6323,6620.643
782C,上り閉塞68,6620.643,7174.9824
782C,上り閉塞74,7174.9824,7595.9507
782C,津崎上り場内1RA,7595.9507,7991.7905
782C,津崎上り出発3R,7991.7905,8386.67
782C,上り閉塞86,8386.67,8891.627
782C,上り閉塞92,8891.627,9258.111
782C,浜園上り場内1R,9258.111,9484.469
782C,浜園上り出発2R,9484.469,10065.974
782C,上り閉塞102,10065.974,10626.034
782C,上り閉塞108,10626.034,11222.199
782C,上り閉塞114,11222.199,11776.032
782C,上り閉塞120,11776.032,12140.172
782C,上り閉塞124,12140.172,12585.996
782C,新野崎上り場内1RB,12585.996,12965.71
782C,新野崎上り出発11R,12965.71,13377.713
782C,上り閉塞136,13377.713,13861.743
782C,上り閉塞142,13861.743,14327.432
782C,上り閉塞146,14327.432,14827.143
782C,江ノ原検車区上り場内1RA,14827.143,15331.611
782C,上り閉塞156,15331.611,15537.063
782C,大道寺上り場内1RB,15537.063,15742.191
782C,大道寺上り場内3R,15742.191,15875.511
782C,大道寺入換105R,15875.511,16072.867
782C,大道寺入換110R,16072.867,16284.04
