diaName,signalName,StartMeter,EndMeter
606A,館浜上り出発1R,14.99523,313.1477
606A,上り閉塞6,313.1477,510.07428
606A,上り閉塞8,510.07428,999.42816
606A,駒野上り場内1RA,999.42816,1418.2977
606A,駒野上り場内2RA,1418.2977,1723.8422
606A,駒野上り出発4R,1723.8422,2335.4106
606A,上り閉塞26,2335.4106,2791.6082
606A,上り閉塞30,2791.6082,3392.2942
606A,上り閉塞36,3392.2942,4039.1777
606A,上り閉塞42,4039.1777,4642.4795
606A,上り閉塞48,4642.4795,5332.8594
606A,上り閉塞56,5332.8594,6012.0747
606A,上り閉塞62,6012.0747,6613.086
606A,上り閉塞68,6613.086,7167.4424
606A,上り閉塞74,7167.4424,7588.4355
606A,津崎上り場内1RA,7588.4355,7984.245
606A,津崎上り出発3R,7984.245,8379.124
606A,上り閉塞86,8379.124,8884.084
606A,上り閉塞92,8884.084,9250.562
606A,浜園上り場内1R,9250.562,9476.941
606A,浜園上り出発2R,9476.941,10058.437
606A,上り閉塞102,10058.437,10618.477
606A,上り閉塞108,10618.477,11214.662
606A,上り閉塞114,11214.662,11768.512
606A,上り閉塞120,11768.512,12132.667
606A,上り閉塞124,12132.667,12578.164
606A,新野崎上り場内1RA,12578.164,12956.22
606A,新野崎上り出発12R,12956.22,13369.458
606A,上り閉塞136,13369.458,13853.511
606A,上り閉塞142,13853.511,14319.176
606A,上り閉塞146,14319.176,14818.902
606A,江ノ原検車区上り場内1RA,14818.902,15323.354
606A,上り閉塞156,15323.354,15528.81
606A,大道寺上り場内1R,15528.81,15733.971
606A,大道寺上り場内2R,15733.971,15879.43
