diaName,signalName,StartMeter,EndMeter
1261,新野崎入換101L,5.091797,264.55005
1261,新野崎入換104L,264.55005,410.24872
1261,新野崎下り出発2L,410.24872,961.33215
1261,下り閉塞123,961.33215,1557.9468
1261,下り閉塞117,1557.9468,2159.946
1261,下り閉塞111,2159.946,2716.8455
1261,下り閉塞105,2716.8455,3039.7908
1261,下り閉塞103,3039.7908,3496.043
1261,浜園下り場内2L,3496.043,3864.8608
1261,浜園下り出発1L,3864.8608,4435.265
1261,下り閉塞89,4435.265,4979.434
1261,津崎下り場内3LA,4979.434,5345.839
1261,津崎下り出発1L,5345.839,5861.066
1261,下り閉塞75,5861.066,6233.7173
1261,下り閉塞71,6233.7173,6631.8843
1261,下り閉塞67,6631.8843,7317.5205
1261,下り閉塞59,7317.5205,7881.753
1261,下り閉塞55,7881.753,8382.218
1261,下り閉塞49,8382.218,8881.162
1261,下り閉塞45,8881.162,9282.465
1261,下り閉塞41,9282.465,9918.423
1261,下り閉塞35,9918.423,10604.791
1261,下り閉塞27,10604.791,11117.316
1261,駒野下り場内11LA,11117.316,11618.179
1261,駒野下り出発2L,11618.179,12044.807
1261,駒野下り出発1L,12044.807,12357.307
1261,下り閉塞9,12357.307,12598.471
1261,下り閉塞7,12598.471,12850.192
1261,館浜下り場内1LD,12850.192,13330.34
