diaName,signalName,StartMeter,EndMeter
573,浜園入換101L,14.20273,256.893
573,浜園下り出発1L,256.893,827.3495
573,下り閉塞89,827.3495,1371.485
573,津崎下り場内3LA,1371.485,1737.9409
573,津崎下り出発1L,1737.9409,2253.164
573,下り閉塞75,2253.164,2625.8193
573,下り閉塞71,2625.8193,3023.9873
573,下り閉塞67,3023.9873,3709.6057
573,下り閉塞59,3709.6057,4273.853
573,下り閉塞55,4273.853,4774.3037
573,下り閉塞49,4774.3037,5273.227
573,下り閉塞45,5273.227,5674.5415
573,下り閉塞41,5674.5415,6310.5024
573,下り閉塞35,6310.5024,6996.8687
573,下り閉塞27,6996.8687,7509.392
573,駒野下り場内11LA,7509.392,8010.3037
573,駒野下り出発2L,8010.3037,8436.919
573,駒野下り出発1L,8436.919,8749.421
573,下り閉塞9,8749.421,8990.602
573,下り閉塞7,8990.602,9242.315
573,館浜下り場内1LD,9242.315,9723.681
