diaName,signalName,StartMeter,EndMeter
1260,館浜上り出発4R,76.7832,382.0964
1260,上り閉塞6,382.0964,579.4219
1260,上り閉塞8,579.4219,1068.7725
1260,駒野上り場内1RA,1068.7725,1487.6434
1260,駒野上り場内2RA,1487.6434,1793.177
1260,駒野上り出発4R,1793.177,2404.7505
1260,上り閉塞26,2404.7505,2860.9458
1260,上り閉塞30,2860.9458,3461.632
1260,上り閉塞36,3461.632,4108.52
1260,上り閉塞42,4108.52,4711.8315
1260,上り閉塞48,4711.8315,5402.193
1260,上り閉塞56,5402.193,6081.426
1260,上り閉塞62,6081.426,6682.4326
1260,上り閉塞68,6682.4326,7236.773
1260,上り閉塞74,7236.773,7657.7056
1260,津崎上り場内1RA,7657.7056,8053.5835
1260,津崎上り出発3R,8053.5835,8448.463
1260,上り閉塞86,8448.463,8953.433
1260,上り閉塞92,8953.433,9319.884
1260,浜園上り場内1R,9319.884,9546.236
1260,浜園上り出発2R,9546.236,10127.746
1260,上り閉塞102,10127.746,10687.809
1260,上り閉塞108,10687.809,11283.986
1260,上り閉塞114,11283.986,11837.834
1260,上り閉塞120,11837.834,12201.989
1260,上り閉塞124,12201.989,12647.785
1260,新野崎上り場内1RB,12647.785,13027.265
1260,新野崎入換111R,13027.265,13334.21
