diaName,signalName,StartMeter,EndMeter
2087C,大道寺入換112L,8.860675,129.30298
2087C,大道寺入換110LC,129.30298,266.86053
2087C,大道寺入換103L,266.86053,409.2709
2087C,大道寺下り出発1L,409.2709,954.66406
2087C,江ノ原検車区下り場内1LA,954.66406,1241.1748
2087C,下り閉塞151,1241.1748,1760.1093
2087C,下り閉塞145,1760.1093,2041.8337
2087C,下り閉塞143,2041.8337,2535.8254
2087C,下り閉塞137,2535.8254,2893.361
2087C,新野崎下り場内5LA,2893.361,3221.5361
2087C,新野崎下り場内3L,3221.5361,3367.6555
2087C,新野崎下り出発1L,3367.6555,3917.639
2087C,下り閉塞123,3917.639,4514.2207
2087C,下り閉塞117,4514.2207,5116.2617
2087C,下り閉塞111,5116.2617,5673.1704
2087C,下り閉塞105,5673.1704,5996.108
2087C,下り閉塞103,5996.108,6452.363
2087C,浜園下り場内2L,6452.363,6821.1875
2087C,浜園下り出発1L,6821.1875,7391.607
2087C,下り閉塞89,7391.607,7935.774
2087C,津崎下り場内3LA,7935.774,8302.1875
2087C,津崎下り出発1L,8302.1875,8817.421
2087C,下り閉塞75,8817.421,9190.06
2087C,下り閉塞71,9190.06,9588.22
2087C,下り閉塞67,9588.22,10273.867
2087C,下り閉塞59,10273.867,10838.1
2087C,下り閉塞55,10838.1,11338.561
2087C,下り閉塞49,11338.561,11837.492
2087C,下り閉塞45,11837.492,12238.806
2087C,下り閉塞41,12238.806,12874.756
2087C,下り閉塞35,12874.756,13561.136
2087C,下り閉塞27,13561.136,14073.637
2087C,駒野下り場内11LA,14073.637,14574.528
2087C,駒野下り出発2L,14574.528,15001.178
2087C,駒野下り出発1L,15001.178,15313.694
2087C,下り閉塞9,15313.694,15554.884
2087C,下り閉塞7,15554.884,15806.588
2087C,館浜下り場内1LC,15806.588,16287.42
