diaName,signalName,StartMeter,EndMeter
678B,館浜上り出発2R,53.91483,352.511
678B,上り閉塞6,352.511,549.3873
678B,上り閉塞8,549.3873,1038.7346
678B,駒野上り場内1RA,1038.7346,1457.6086
678B,駒野上り場内2RA,1457.6086,1763.1343
678B,駒野上り出発4R,1763.1343,2374.7253
678B,上り閉塞26,2374.7253,2830.918
678B,上り閉塞30,2830.918,3431.597
678B,上り閉塞36,3431.597,4078.4858
678B,上り閉塞42,4078.4858,4681.809
678B,上り閉塞48,4681.809,5372.173
678B,上り閉塞56,5372.173,6051.395
678B,上り閉塞62,6051.395,6652.405
678B,上り閉塞68,6652.405,7206.7505
678B,上り閉塞74,7206.7505,7627.702
678B,津崎上り場内1RA,7627.702,8023.559
678B,津崎上り出発3R,8023.559,8418.44
678B,上り閉塞86,8418.44,8923.421
678B,上り閉塞92,8923.421,9289.895
678B,浜園上り場内1R,9289.895,9516.254
678B,浜園上り出発2R,9516.254,10097.7705
678B,上り閉塞102,10097.7705,10657.815
678B,上り閉塞108,10657.815,11253.991
678B,上り閉塞114,11253.991,11807.851
678B,上り閉塞120,11807.851,12171.997
678B,上り閉塞124,12171.997,12617.518
678B,新野崎上り場内1RA,12617.518,12995.583
678B,新野崎上り出発12R,12995.583,13408.803
678B,上り閉塞136,13408.803,13892.818
678B,上り閉塞142,13892.818,14358.496
678B,上り閉塞146,14358.496,14858.1875
678B,江ノ原検車区上り場内1RA,14858.1875,15362.664
678B,上り閉塞156,15362.664,15568.118
678B,大道寺上り場内1RA,15568.118,15773.293
678B,大道寺上り場内2R,15773.293,15920.01
