diaName,signalName,StartMeter,EndMeter
1209A,大道寺下り出発2L,20.79261,561.87787
1209A,江ノ原検車区下り場内1LA,561.87787,848.393
1209A,下り閉塞151,848.393,1367.3152
1209A,下り閉塞145,1367.3152,1649.0425
1209A,下り閉塞143,1649.0425,2143.0137
1209A,下り閉塞137,2143.0137,2500.539
1209A,新野崎下り場内5LA,2500.539,2828.7417
1209A,新野崎下り場内3L,2828.7417,2974.8586
1209A,新野崎下り出発1L,2974.8586,3524.8428
1209A,下り閉塞123,3524.8428,4121.464
1209A,下り閉塞117,4121.464,4723.4717
1209A,下り閉塞111,4723.4717,5280.3574
1209A,下り閉塞105,5280.3574,5603.2974
1209A,下り閉塞103,5603.2974,6059.5625
1209A,浜園下り場内2L,6059.5625,6428.3877
1209A,浜園下り出発1L,6428.3877,6998.799
1209A,下り閉塞89,6998.799,7542.933
1209A,津崎下り場内3LA,7542.933,7909.3823
1209A,津崎下り出発1L,7909.3823,8424.604
1209A,下り閉塞75,8424.604,8797.235
1209A,下り閉塞71,8797.235,9195.415
1209A,下り閉塞67,9195.415,9881.054
1209A,下り閉塞59,9881.054,10445.2705
1209A,下り閉塞55,10445.2705,10945.741
1209A,下り閉塞49,10945.741,11444.672
1209A,下り閉塞45,11444.672,11845.964
1209A,下り閉塞41,11845.964,12481.907
1209A,下り閉塞35,12481.907,13168.279
1209A,下り閉塞27,13168.279,13680.767
1209A,駒野下り場内11LA,13680.767,14181.698
1209A,駒野下り出発2L,14181.698,14608.295
1209A,駒野下り出発1L,14608.295,14920.8
1209A,下り閉塞9,14920.8,15161.985
1209A,下り閉塞7,15161.985,15413.673
1209A,館浜下り場内1LA,15413.673,15883.55
