diaName,signalName,StartMeter,EndMeter
1060,館浜上り出発4R,56.43579,361.75018
1060,上り閉塞6,361.75018,559.08124
1060,上り閉塞8,559.08124,1048.4277
1060,駒野上り場内1RA,1048.4277,1467.298
1060,駒野上り場内2RA,1467.298,1772.825
1060,駒野上り出発4R,1772.825,2384.4006
1060,上り閉塞26,2384.4006,2840.5981
1060,上り閉塞30,2840.5981,3441.279
1060,上り閉塞36,3441.279,4088.1694
1060,上り閉塞42,4088.1694,4691.48
1060,上り閉塞48,4691.48,5381.852
1060,上り閉塞56,5381.852,6061.061
1060,上り閉塞62,6061.061,6662.078
1060,上り閉塞68,6662.078,7216.4185
1060,上り閉塞74,7216.4185,7637.4673
1060,津崎上り場内1RB,7637.4673,8038.0605
1060,津崎上り出発2R,8038.0605,8429.195
1060,上り閉塞86,8429.195,8936.125
1060,上り閉塞92,8936.125,9302.589
1060,浜園上り場内1R,9302.589,9528.95
1060,浜園上り出発2R,9528.95,10110.444
1060,上り閉塞102,10110.444,10670.507
1060,上り閉塞108,10670.507,11266.662
1060,上り閉塞114,11266.662,11820.513
1060,上り閉塞120,11820.513,12184.661
1060,上り閉塞124,12184.661,12630.488
1060,新野崎上り場内1RB,12630.488,13010.255
1060,新野崎入換111R,13010.255,13337.4
