diaName,signalName,StartMeter,EndMeter
1166,館浜上り出発4R,76.7832,382.0868
1166,上り閉塞6,382.0868,579.4265
1166,上り閉塞8,579.4265,1068.7754
1166,駒野上り場内1RA,1068.7754,1487.646
1166,駒野上り場内2RA,1487.646,1793.184
1166,駒野上り出発4R,1793.184,2404.7644
1166,上り閉塞26,2404.7644,2860.955
1166,上り閉塞30,2860.955,3461.6523
1166,上り閉塞36,3461.6523,4108.5337
1166,上り閉塞42,4108.5337,4711.838
1166,上り閉塞48,4711.838,5402.225
1166,上り閉塞56,5402.225,6081.4624
1166,上り閉塞62,6081.4624,6682.476
1166,上り閉塞68,6682.476,7236.815
1166,上り閉塞74,7236.815,7657.882
1166,津崎上り場内1RB,7657.882,8058.461
1166,津崎上り出発2R,8058.461,8449.599
1166,上り閉塞86,8449.599,8956.535
1166,上り閉塞92,8956.535,9323.006
1166,浜園上り場内1R,9323.006,9549.371
1166,浜園上り出発2R,9549.371,10130.87
1166,上り閉塞102,10130.87,10690.913
1166,上り閉塞108,10690.913,11287.043
1166,上り閉塞114,11287.043,11840.889
1166,上り閉塞120,11840.889,12205.032
1166,上り閉塞124,12205.032,12650.87
1166,新野崎上り場内1RB,12650.87,13030.35
1166,新野崎入換111R,13030.35,13337.29
