diaName,signalName,StartMeter,EndMeter
1267,新野崎入換101L,5.143535,264.60306
1267,新野崎入換104L,264.60306,410.2968
1267,新野崎下り出発2L,410.2968,961.3857
1267,下り閉塞123,961.3857,1557.9717
1267,下り閉塞117,1557.9717,2159.998
1267,下り閉塞111,2159.998,2716.8975
1267,下り閉塞105,2716.8975,3039.8381
1267,下り閉塞103,3039.8381,3496.092
1267,浜園下り場内2L,3496.092,3864.91
1267,浜園下り出発1L,3864.91,4435.3164
1267,下り閉塞89,4435.3164,4980.049
1267,津崎下り場内3LB,4980.049,5344.562
1267,津崎下り出発2L,5344.562,5858.9404
1267,下り閉塞75,5858.9404,6231.5947
1267,下り閉塞71,6231.5947,6629.7573
1267,下り閉塞67,6629.7573,7315.384
1267,下り閉塞59,7315.384,7879.6357
1267,下り閉塞55,7879.6357,8380.101
1267,下り閉塞49,8380.101,8879.033
1267,下り閉塞45,8879.033,9280.33
1267,下り閉塞41,9280.33,9916.294
1267,下り閉塞35,9916.294,10602.647
1267,下り閉塞27,10602.647,11115.159
1267,駒野下り場内11LA,11115.159,11616.016
1267,駒野下り出発2L,11616.016,12042.635
1267,駒野下り出発1L,12042.635,12355.145
1267,下り閉塞9,12355.145,12596.29
1267,下り閉塞7,12596.29,12848.006
1267,館浜下り場内1LD,12848.006,13329.44
