diaName,signalName,StartMeter,EndMeter
767,新野崎入換101L,5.143535,264.60266
767,新野崎入換104L,264.60266,410.29742
767,新野崎下り出発2L,410.29742,961.385
767,下り閉塞123,961.385,1557.9673
767,下り閉塞117,1557.9673,2159.9998
767,下り閉塞111,2159.9998,2716.9014
767,下り閉塞105,2716.9014,3039.8506
767,下り閉塞103,3039.8506,3496.0999
767,浜園下り場内2L,3496.0999,3864.9272
767,浜園下り出発1L,3864.9272,4435.3247
767,下り閉塞89,4435.3247,4980.0356
767,津崎下り場内3LB,4980.0356,5344.587
767,津崎下り出発2L,5344.587,5858.9727
767,下り閉塞75,5858.9727,6231.6235
767,下り閉塞71,6231.6235,6629.79
767,下り閉塞67,6629.79,7315.421
767,下り閉塞59,7315.421,7879.672
767,下り閉塞55,7879.672,8380.142
767,下り閉塞49,8380.142,8879.094
767,下り閉塞45,8879.094,9280.406
767,下り閉塞41,9280.406,9916.381
767,下り閉塞35,9916.381,10602.747
767,下り閉塞27,10602.747,11115.276
767,駒野下り場内11LA,11115.276,11616.21
767,駒野下り出発2L,11616.21,12042.805
767,駒野下り出発1L,12042.805,12355.319
767,下り閉塞9,12355.319,12596.484
767,下り閉塞7,12596.484,12848.202
767,館浜下り場内1LD,12848.202,13329.69
