diaName,signalName,StartMeter,EndMeter
1204A,館浜上り出発1R,14.99523,313.148
1204A,上り閉塞6,313.148,510.07968
1204A,上り閉塞8,510.07968,999.4309
1204A,駒野上り場内1RA,999.4309,1418.301
1204A,駒野上り場内2RA,1418.301,1723.8334
1204A,駒野上り出発4R,1723.8334,2335.4136
1204A,上り閉塞26,2335.4136,2791.599
1204A,上り閉塞30,2791.599,3392.2935
1204A,上り閉塞36,3392.2935,4039.1785
1204A,上り閉塞42,4039.1785,4642.4995
1204A,上り閉塞48,4642.4995,5332.879
1204A,上り閉塞56,5332.879,6012.0938
1204A,上り閉塞62,6012.0938,6613.0947
1204A,上り閉塞68,6613.0947,7167.436
1204A,上り閉塞74,7167.436,7588.3857
1204A,津崎上り場内1RA,7588.3857,7984.246
1204A,津崎上り出発3R,7984.246,8379.127
1204A,上り閉塞86,8379.127,8884.098
1204A,上り閉塞92,8884.098,9250.562
1204A,浜園上り場内1R,9250.562,9476.932
1204A,浜園上り出発2R,9476.932,10058.431
1204A,上り閉塞102,10058.431,10618.482
1204A,上り閉塞108,10618.482,11214.645
1204A,上り閉塞114,11214.645,11768.504
1204A,上り閉塞120,11768.504,12132.653
1204A,上り閉塞124,12132.653,12578.18
1204A,新野崎上り場内1RA,12578.18,12956.258
1204A,新野崎上り出発12R,12956.258,13369.491
1204A,上り閉塞136,13369.491,13853.4375
1204A,上り閉塞142,13853.4375,14319.191
1204A,上り閉塞146,14319.191,14818.882
1204A,江ノ原検車区上り場内1RA,14818.882,15323.375
1204A,上り閉塞156,15323.375,15528.814
1204A,大道寺上り場内1RA,15528.814,15733.992
1204A,大道寺上り場内2R,15733.992,15878.73
