diaName,signalName,StartMeter,EndMeter
回607A,江ノ原検車区下り出発2L,4.249245,277.4981
回607A,下り閉塞151,277.4981,796.6965
回607A,下り閉塞145,796.6965,1078.4408
回607A,下り閉塞143,1078.4408,1572.378
回607A,下り閉塞137,1572.378,1929.946
回607A,新野崎下り場内5LA,1929.946,2258.128
回607A,新野崎下り場内3L,2258.128,2404.2507
回607A,新野崎下り出発1L,2404.2507,2954.2307
回607A,下り閉塞123,2954.2307,3550.806
回607A,下り閉塞117,3550.806,4152.8535
回607A,下り閉塞111,4152.8535,4709.757
回607A,下り閉塞105,4709.757,5032.6807
回607A,下り閉塞103,5032.6807,5488.928
回607A,浜園下り場内2L,5488.928,5857.752
回607A,浜園下り出発1L,5857.752,6428.15
回607A,下り閉塞89,6428.15,6972.277
回607A,津崎下り場内3LA,6972.277,7338.7383
回607A,津崎下り出発1L,7338.7383,7853.9526
回607A,下り閉塞75,7853.9526,8226.598
回607A,下り閉塞71,8226.598,8624.767
回607A,下り閉塞67,8624.767,9310.4
回607A,下り閉塞59,9310.4,9874.625
回607A,下り閉塞55,9874.625,10375.08
回607A,下り閉塞49,10375.08,10874.008
回607A,下り閉塞45,10874.008,11275.307
回607A,下り閉塞41,11275.307,11911.259
回607A,下り閉塞35,11911.259,12597.613
回607A,下り閉塞27,12597.613,13110.136
回607A,駒野下り場内11LA,13110.136,13611.024
回607A,駒野下り出発2L,13611.024,14037.667
回607A,駒野下り出発1L,14037.667,14350.161
回607A,下り閉塞9,14350.161,14591.342
回607A,下り閉塞7,14591.342,14843.056
回607A,館浜下り場内1LA,14843.056,15283.64
