diaName,signalName,StartMeter,EndMeter
2069,新野崎入換101L,5.310611,264.76962
2069,新野崎入換104L,264.76962,410.4646
2069,新野崎下り出発2L,410.4646,303.694
2069,下り閉塞123,961.5492,1558.1542
2069,下り閉塞117,1558.1542,2160.1682
2069,下り閉塞111,2160.1682,2717.0713
2069,下り閉塞105,2717.0713,3040.0115
2069,下り閉塞103,3040.0115,3496.2654
2069,浜園下り場内2L,3496.2654,3865.0845
2069,浜園下り出発1L,3865.0845,4435.4785
2069,下り閉塞89,4435.4785,4980.218
2069,津崎下り場内3LB,4980.218,5344.746
2069,津崎下り出発2L,5344.746,5859.1177
2069,下り閉塞75,5859.1177,6231.772
2069,下り閉塞71,6231.772,6629.9346
2069,下り閉塞67,6629.9346,7315.5693
2069,下り閉塞59,7315.5693,7879.8154
2069,下り閉塞55,7879.8154,8380.273
2069,下り閉塞49,8380.273,8879.208
2069,下り閉塞45,8879.208,9280.517
2069,下り閉塞41,9280.517,9916.49
2069,下り閉塞35,9916.49,10602.851
2069,下り閉塞27,10602.851,11115.378
2069,駒野下り場内11LA,11115.378,11616.275
2069,駒野下り出発2L,11616.275,12042.882
2069,駒野下り出発1L,12042.882,12355.3955
2069,下り閉塞9,12355.3955,12596.568
2069,下り閉塞7,12596.568,12848.261
2069,館浜下り場内1LD,12848.261,13329.57
