diaName,signalName,StartMeter,EndMeter
2084C,館浜上り出発3R,16.70475,320.918
2084C,上り閉塞6,320.918,517.7929
2084C,上り閉塞8,517.7929,1007.14136
2084C,駒野上り場内1RA,1007.14136,1426.0143
2084C,駒野上り場内2RA,1426.0143,1731.5485
2084C,駒野上り出発4R,1731.5485,2343.1238
2084C,上り閉塞26,2343.1238,2799.3125
2084C,上り閉塞30,2799.3125,3400.001
2084C,上り閉塞36,3400.001,4046.888
2084C,上り閉塞42,4046.888,4650.2075
2084C,上り閉塞48,4650.2075,5340.5767
2084C,上り閉塞56,5340.5767,6019.788
2084C,上り閉塞62,6019.788,6620.812
2084C,上り閉塞68,6620.812,7175.1504
2084C,上り閉塞74,7175.1504,7596.1084
2084C,津崎上り場内1RA,7596.1084,7991.9614
2084C,津崎上り出発3R,7991.9614,8386.839
2084C,上り閉塞86,8386.839,8891.815
2084C,上り閉塞92,8891.815,9258.285
2084C,浜園上り場内1R,9258.285,9484.664
2084C,浜園上り出発2R,9484.664,10066.164
2084C,上り閉塞102,10066.164,10626.215
2084C,上り閉塞108,10626.215,11222.384
2084C,上り閉塞114,11222.384,11776.248
2084C,上り閉塞120,11776.248,12140.41
2084C,上り閉塞124,12140.41,12585.922
2084C,新野崎上り場内1RA,12585.922,12963.969
2084C,新野崎上り出発12R,12963.969,13377.185
2084C,上り閉塞136,13377.185,13861.291
2084C,上り閉塞142,13861.291,14326.908
2084C,上り閉塞146,14326.908,14826.623
2084C,江ノ原検車区上り場内1RA,14826.623,15331.072
2084C,上り閉塞156,15331.072,15536.533
2084C,大道寺上り場内1RC,15536.533,15730.618
2084C,大道寺上り場内8R,15730.618,15889.32
