diaName,signalName,StartMeter,EndMeter
1283C,大道寺入換112L,8.860675,129.30278
1283C,大道寺入換110L,129.30278,266.78687
1283C,大道寺入換104L,266.78687,414.237
1283C,大道寺下り出発2L,414.237,956.223
1283C,江ノ原検車区下り場内1LA,956.223,1242.7349
1283C,下り閉塞151,1242.7349,1761.6682
1283C,下り閉塞145,1761.6682,2043.3921
1283C,下り閉塞143,2043.3921,2537.3335
1283C,下り閉塞137,2537.3335,2895.1
1283C,新野崎下り場内5LB,2895.1,3223.0564
1283C,新野崎下り場内4L,3223.0564,3368.8528
1283C,新野崎下り出発2L,3368.8528,3919.948
1283C,下り閉塞123,3919.948,4516.5825
1283C,下り閉塞117,4516.5825,5118.569
1283C,下り閉塞111,5118.569,5675.474
1283C,下り閉塞105,5675.474,5998.4194
1283C,下り閉塞103,5998.4194,6454.6704
1283C,浜園下り場内2L,6454.6704,6823.497
1283C,浜園下り出発1L,6823.497,7393.9067
1283C,下り閉塞89,7393.9067,7938.0776
1283C,津崎下り場内3LA,7938.0776,8304.488
1283C,津崎下り出発1L,8304.488,8819.714
1283C,下り閉塞75,8819.714,9192.372
1283C,下り閉塞71,9192.372,9590.526
1283C,下り閉塞67,9590.526,10276.164
1283C,下り閉塞59,10276.164,10840.43
1283C,下り閉塞55,10840.43,11340.88
1283C,下り閉塞49,11340.88,11839.807
1283C,下り閉塞45,11839.807,12241.12
1283C,下り閉塞41,12241.12,12877.075
1283C,下り閉塞35,12877.075,13563.4375
1283C,下り閉塞27,13563.4375,14075.957
1283C,駒野下り場内11LA,14075.957,14576.809
1283C,駒野下り出発2L,14576.809,15003.458
1283C,駒野下り出発1L,15003.458,15315.946
1283C,下り閉塞9,15315.946,15557.126
1283C,下り閉塞7,15557.126,15808.849
1283C,館浜下り場内1L,15808.849,16289.34
