diaName,signalName,StartMeter,EndMeter
回451,江ノ原検車区下り出発2L,4.196062,277.4461
回451,下り閉塞151,277.4461,796.6575
回451,下り閉塞145,796.6575,1078.3853
回451,下り閉塞143,1078.3853,1572.3575
回451,下り閉塞137,1572.3575,1929.8918
回451,新野崎下り場内5LA,1929.8918,2258.0806
回451,新野崎下り場内3L,2258.0806,2404.1985
回451,新野崎下り出発1L,2404.1985,2954.1797
回451,下り閉塞123,2954.1797,3550.7876
回451,下り閉塞117,3550.7876,4152.8022
回451,下り閉塞111,4152.8022,4709.707
回451,下り閉塞105,4709.707,5032.65
回451,下り閉塞103,5032.65,5488.904
回451,浜園下り場内2L,5488.904,5857.73
回451,浜園下り出発1L,5857.73,6428.143
回451,下り閉塞89,6428.143,6972.2676
回451,津崎下り場内3LA,6972.2676,7338.7266
回451,津崎下り出発1L,7338.7266,7853.9507
回451,下り閉塞75,7853.9507,8226.599
回451,下り閉塞71,8226.599,8624.771
回451,下り閉塞67,8624.771,9310.436
回451,下り閉塞59,9310.436,9874.681
回451,下り閉塞55,9874.681,10375.126
回451,下り閉塞49,10375.126,10874.048
回451,下り閉塞45,10874.048,11275.355
回451,下り閉塞41,11275.355,11911.306
回451,下り閉塞35,11911.306,12597.691
回451,下り閉塞27,12597.691,13110.173
回451,駒野下り場内11LA,13110.173,13611.105
回451,駒野下り出発2L,13611.105,14037.709
回451,駒野下り出発1L,14037.709,14350.213
回451,下り閉塞9,14350.213,14591.3545
回451,下り閉塞7,14591.3545,14843.09
回451,館浜下り場内1L,14843.09,15272.26
