diaName,signalName,StartMeter,EndMeter
2066,館浜上り出発4R,15.40534,320.8219
2066,上り閉塞6,320.8219,518.15
2066,上り閉塞8,518.15,1007.4989
2066,駒野上り場内1RA,1007.4989,1426.3729
2066,駒野上り場内2RA,1426.3729,1731.9084
2066,駒野上り出発4R,1731.9084,2343.4724
2066,上り閉塞26,2343.4724,2799.6772
2066,上り閉塞30,2799.6772,3400.358
2066,上り閉塞36,3400.358,4047.2424
2066,上り閉塞42,4047.2424,4650.558
2066,上り閉塞48,4650.558,5340.9263
2066,上り閉塞56,5340.9263,6020.1616
2066,上り閉塞62,6020.1616,6621.1553
2066,上り閉塞68,6621.1553,7175.501
2066,上り閉塞74,7175.501,7596.479
2066,津崎上り場内1RA,7596.479,7992.3037
2066,津崎上り出発3R,7992.3037,8387.189
2066,上り閉塞86,8387.189,8892.167
2066,上り閉塞92,8892.167,9258.643
2066,浜園上り場内1R,9258.643,9485.004
2066,浜園上り出発2R,9485.004,10066.513
2066,上り閉塞102,10066.513,10626.554
2066,上り閉塞108,10626.554,11222.716
2066,上り閉塞114,11222.716,11776.552
2066,上り閉塞120,11776.552,12140.715
2066,上り閉塞124,12140.715,12586.53
2066,新野崎上り場内1RB,12586.53,12966.288
2066,新野崎入換111R,12966.288,13334.31
