diaName,signalName,StartMeter,EndMeter
3545B,大道寺下り出発2L,80.02977,621.084
3545B,江ノ原検車区下り場内1LA,621.084,907.59607
3545B,下り閉塞151,907.59607,1426.517
3545B,下り閉塞145,1426.517,1708.2538
3545B,下り閉塞143,1708.2538,2202.2527
3545B,下り閉塞137,2202.2527,2559.76
3545B,新野崎下り場内5LA,2559.76,2887.9478
3545B,新野崎下り場内3L,2887.9478,3034.0679
3545B,新野崎下り出発1L,3034.0679,3584.0464
3545B,下り閉塞123,3584.0464,4180.676
3545B,下り閉塞117,4180.676,4782.6675
3545B,下り閉塞111,4782.6675,5339.568
3545B,下り閉塞105,5339.568,5662.503
3545B,下り閉塞103,5662.503,6118.753
3545B,浜園下り場内2L,6118.753,6487.5854
3545B,浜園下り出発1L,6487.5854,7057.9834
3545B,下り閉塞89,7057.9834,7602.159
3545B,津崎下り場内3LA,7602.159,7968.5723
3545B,津崎下り出発1L,7968.5723,8483.804
3545B,下り閉塞75,8483.804,8856.446
3545B,下り閉塞71,8856.446,9254.59
3545B,下り閉塞67,9254.59,9940.221
3545B,下り閉塞59,9940.221,10504.451
3545B,下り閉塞55,10504.451,11004.922
3545B,下り閉塞49,11004.922,11503.832
3545B,下り閉塞45,11503.832,11905.141
3545B,下り閉塞41,11905.141,12541.114
3545B,下り閉塞35,12541.114,13227.471
3545B,下り閉塞27,13227.471,13741.819
3545B,駒野下り場内11LA,13741.819,14240.879
3545B,駒野下り出発2L,14240.879,14667.483
3545B,駒野下り出発1L,14667.483,14979.995
3545B,下り閉塞9,14979.995,15221.175
3545B,下り閉塞7,15221.175,15472.866
3545B,館浜下り場内1L,15472.866,15893.79
