diaName,signalName,StartMeter,EndMeter
796K,館浜上り出発2R,12.76367,311.3621
796K,上り閉塞6,311.3621,508.2363
796K,上り閉塞8,508.2363,997.5883
796K,駒野上り場内1RA,997.5883,1416.4573
796K,駒野上り場内2RA,1416.4573,1721.9847
796K,駒野上り出発4R,1721.9847,2333.5637
796K,上り閉塞26,2333.5637,2789.7869
796K,上り閉塞30,2789.7869,3390.448
796K,上り閉塞36,3390.448,4037.3362
796K,上り閉塞42,4037.3362,4640.6396
796K,上り閉塞48,4640.6396,5331.0127
796K,上り閉塞56,5331.0127,6010.2476
796K,上り閉塞62,6010.2476,6611.251
796K,上り閉塞68,6611.251,7165.5874
796K,上り閉塞74,7165.5874,7586.5425
796K,津崎上り場内1RA,7586.5425,7982.399
796K,津崎上り出発3R,7982.399,8377.281
796K,上り閉塞86,8377.281,8882.269
796K,上り閉塞92,8882.269,9248.739
796K,浜園上り場内1R,9248.739,9475.135
796K,浜園上り出発2R,9475.135,10056.637
796K,上り閉塞102,10056.637,10616.681
796K,上り閉塞108,10616.681,11212.847
796K,上り閉塞114,11212.847,11766.692
796K,上り閉塞120,11766.692,12130.848
796K,上り閉塞124,12130.848,12576.368
796K,新野崎上り場内1RA,12576.368,12954.422
796K,新野崎上り出発12R,12954.422,13367.676
796K,上り閉塞136,13367.676,13851.794
796K,上り閉塞142,13851.794,14317.39
796K,上り閉塞146,14317.39,14817.1045
796K,江ノ原検車区上り場内1RA,14817.1045,15321.553
796K,上り閉塞156,15321.553,15527.005
796K,大道寺上り場内1RA,15527.005,15732.169
796K,大道寺上り場内2R,15732.169,15878.78
