diaName,signalName,StartMeter,EndMeter
回862,館浜上り出発4R,56.60376,361.9177
回862,上り閉塞6,361.9177,559.2444
回862,上り閉塞8,559.2444,1048.5939
回862,駒野上り場内1RA,1048.5939,1467.463
回862,駒野上り場内2RA,1467.463,1772.991
回862,駒野上り出発4R,1772.991,2384.5674
回862,上り閉塞26,2384.5674,2840.767
回862,上り閉塞30,2840.767,3441.447
回862,上り閉塞36,3441.447,4088.3237
回862,上り閉塞42,4088.3237,4691.6567
回862,上り閉塞48,4691.6567,5382.0376
回862,上り閉塞56,5382.0376,6061.2676
回862,上り閉塞62,6061.2676,6662.2734
回862,上り閉塞68,6662.2734,7216.6187
回862,上り閉塞74,7216.6187,7637.568
回862,津崎上り場内1RA,7637.568,8033.4194
回862,津崎上り出発3R,8033.4194,8428.308
回862,上り閉塞86,8428.308,8933.277
回862,上り閉塞92,8933.277,9299.769
回862,浜園上り場内1R,9299.769,9526.154
回862,浜園上り出発2R,9526.154,10107.646
回862,上り閉塞102,10107.646,10667.713
回862,上り閉塞108,10667.713,11263.859
回862,上り閉塞114,11263.859,11817.731
回862,上り閉塞120,11817.731,12181.86
回862,上り閉塞124,12181.86,12627.442
回862,新野崎上り場内1RA,12627.442,13005.431
回862,新野崎上り出発12R,13005.431,13418.667
回862,上り閉塞136,13418.667,13902.611
回862,上り閉塞142,13902.611,14368.388
回862,上り閉塞146,14368.388,14868.684
回862,江ノ原検車区上り場内1RC,14868.684,15320.65
