diaName,signalName,StartMeter,EndMeter
1283C,大道寺入換112L,8.860675,129.30342
1283C,大道寺入換110LD,129.30342,266.78674
1283C,大道寺入換104L,266.78674,414.23682
1283C,大道寺下り出発2L,414.23682,956.2234
1283C,江ノ原検車区下り場内1LA,956.2234,1242.7383
1283C,下り閉塞151,1242.7383,1761.6522
1283C,下り閉塞145,1761.6522,2043.3921
1283C,下り閉塞143,2043.3921,2537.3345
1283C,下り閉塞137,2537.3345,2895.1182
1283C,新野崎下り場内5LB,2895.1182,3223.0518
1283C,新野崎下り場内4L,3223.0518,3368.8552
1283C,新野崎下り出発2L,3368.8552,3919.9346
1283C,下り閉塞123,3919.9346,4516.5645
1283C,下り閉塞117,4516.5645,5118.5537
1283C,下り閉塞111,5118.5537,5675.461
1283C,下り閉塞105,5675.461,5998.4053
1283C,下り閉塞103,5998.4053,6454.662
1283C,浜園下り場内2L,6454.662,6823.4805
1283C,浜園下り出発1L,6823.4805,7393.8867
1283C,下り閉塞89,7393.8867,7938.075
1283C,津崎下り場内3LA,7938.075,8304.478
1283C,津崎下り出発1L,8304.478,8819.709
1283C,下り閉塞75,8819.709,9192.348
1283C,下り閉塞71,9192.348,9590.525
1283C,下り閉塞67,9590.525,10276.151
1283C,下り閉塞59,10276.151,10840.402
1283C,下り閉塞55,10840.402,11340.86
1283C,下り閉塞49,11340.86,11839.793
1283C,下り閉塞45,11839.793,12241.098
1283C,下り閉塞41,12241.098,12877.062
1283C,下り閉塞35,12877.062,13563.444
1283C,下り閉塞27,13563.444,14075.924
1283C,駒野下り場内11LA,14075.924,14576.806
1283C,駒野下り出発2L,14576.806,15003.435
1283C,駒野下り出発1L,15003.435,15315.941
1283C,下り閉塞9,15315.941,15557.099
1283C,下り閉塞7,15557.099,15808.834
1283C,館浜下り場内1LC,15808.834,16289.89
