diaName,signalName,StartMeter,EndMeter
1166,館浜上り出発4R,15.23909,320.6539
1166,上り閉塞6,320.6539,517.9836
1166,上り閉塞8,517.9836,1007.3317
1166,駒野上り場内1RA,1007.3317,1426.203
1166,駒野上り場内2RA,1426.203,1731.7339
1166,駒野上り出発4R,1731.7339,2343.318
1166,上り閉塞26,2343.318,2799.5225
1166,上り閉塞30,2799.5225,3400.194
1166,上り閉塞36,3400.194,4047.0781
1166,上り閉塞42,4047.0781,4650.3926
1166,上り閉塞48,4650.3926,5340.765
1166,上り閉塞56,5340.765,6019.9863
1166,上り閉塞62,6019.9863,6620.997
1166,上り閉塞68,6620.997,7175.343
1166,上り閉塞74,7175.343,7596.376
1166,津崎上り場内1RB,7596.376,7996.9985
1166,津崎上り出発2R,7996.9985,8388.136
1166,上り閉塞86,8388.136,8895.071
1166,上り閉塞92,8895.071,9261.566
1166,浜園上り場内1R,9261.566,9487.93
1166,浜園上り出発2R,9487.93,10069.437
1166,上り閉塞102,10069.437,10629.488
1166,上り閉塞108,10629.488,11225.647
1166,上り閉塞114,11225.647,11779.5205
1166,上り閉塞120,11779.5205,12143.672
1166,上り閉塞124,12143.672,12589.509
1166,新野崎上り場内1RB,12589.509,12969.281
1166,新野崎入換111R,12969.281,13337.39
