diaName,signalName,StartMeter,EndMeter
1285C,大道寺入換112L,8.641865,129.08511
1285C,大道寺入換110L,129.08511,266.64215
1285C,大道寺入換103L,266.64215,409.052
1285C,大道寺下り出発1L,409.052,954.44324
1285C,江ノ原検車区下り場内1LA,954.44324,1240.9572
1285C,下り閉塞151,1240.9572,1759.8887
1285C,下り閉塞145,1759.8887,2041.6146
1285C,下り閉塞143,2041.6146,2535.609
1285C,下り閉塞137,2535.609,2893.14
1285C,新野崎下り場内5LA,2893.14,3221.3164
1285C,新野崎下り場内3L,3221.3164,3367.4385
1285C,新野崎下り出発1L,3367.4385,3917.4194
1285C,下り閉塞123,3917.4194,4514.0117
1285C,下り閉塞117,4514.0117,5116.0337
1285C,下り閉塞111,5116.0337,5672.928
1285C,下り閉塞105,5672.928,5995.8677
1285C,下り閉塞103,5995.8677,6452.114
1285C,浜園下り場内2L,6452.114,6820.9443
1285C,浜園下り出発1L,6820.9443,7391.3433
1285C,下り閉塞89,7391.3433,7935.512
1285C,津崎下り場内3LA,7935.512,8301.926
1285C,津崎下り出発1L,8301.926,8817.146
1285C,下り閉塞75,8817.146,9189.8125
1285C,下り閉塞71,9189.8125,9587.974
1285C,下り閉塞67,9587.974,10273.618
1285C,下り閉塞59,10273.618,10837.837
1285C,下り閉塞55,10837.837,11338.312
1285C,下り閉塞49,11338.312,11837.225
1285C,下り閉塞45,11837.225,12238.555
1285C,下り閉塞41,12238.555,12874.5205
1285C,下り閉塞35,12874.5205,13560.896
1285C,下り閉塞27,13560.896,14073.405
1285C,駒野下り場内11LA,14073.405,14574.342
1285C,駒野下り出発2L,14574.342,15000.945
1285C,駒野下り出発1L,15000.945,15313.462
1285C,下り閉塞9,15313.462,15554.643
1285C,下り閉塞7,15554.643,15806.366
1285C,館浜下り場内1L,15806.366,16229.36
