diaName,signalName,StartMeter,EndMeter
777,大道寺下り出発2L,80.02977,621.0832
777,江ノ原検車区下り場内1LA,621.0832,907.59717
777,下り閉塞151,907.59717,1426.5326
777,下り閉塞145,1426.5326,1708.2548
777,下り閉塞143,1708.2548,2202.243
777,下り閉塞137,2202.243,2559.7683
777,新野崎下り場内5LA,2559.7683,2887.9429
777,新野崎下り場内3L,2887.9429,3034.0671
777,新野崎下り出発1L,3034.0671,3584.0474
777,下り閉塞123,3584.0474,4180.6587
777,下り閉塞117,4180.6587,4782.664
777,下り閉塞111,4782.664,5339.5615
777,下り閉塞105,5339.5615,5662.501
777,下り閉塞103,5662.501,6118.7544
777,浜園下り場内2L,6118.7544,6487.5815
777,浜園下り出発1L,6487.5815,7057.985
777,下り閉塞89,7057.985,7602.724
777,津崎下り場内3LB,7602.724,7967.249
777,津崎下り出発2L,7967.249,8481.634
777,下り閉塞75,8481.634,8854.296
777,下り閉塞71,8854.296,9252.459
777,下り閉塞67,9252.459,9938.092
777,下り閉塞59,9938.092,10502.32
777,下り閉塞55,10502.32,11002.804
777,下り閉塞49,11002.804,11501.725
777,下り閉塞45,11501.725,11903.03
777,下り閉塞41,11903.03,12539.001
777,下り閉塞35,12539.001,13225.375
777,下り閉塞27,13225.375,13737.885
777,駒野下り場内11LA,13737.885,14238.793
777,駒野下り出発2L,14238.793,14665.39
777,駒野下り出発1L,14665.39,14977.8955
777,下り閉塞9,14977.8955,15219.033
777,下り閉塞7,15219.033,15470.769
777,館浜下り場内1L,15470.769,15902.38
