diaName,signalName,StartMeter,EndMeter
592C,館浜上り出発3R,57.4151,361.8645
592C,上り閉塞6,361.8645,558.73975
592C,上り閉塞8,558.73975,1048.0934
592C,駒野上り場内1RA,1048.0934,1466.9619
592C,駒野上り場内2RA,1466.9619,1772.4937
592C,駒野上り出発4R,1772.4937,2384.0728
592C,上り閉塞26,2384.0728,2840.2666
592C,上り閉塞30,2840.2666,3440.9558
592C,上り閉塞36,3440.9558,4087.8398
592C,上り閉塞42,4087.8398,4691.148
592C,上り閉塞48,4691.148,5381.538
592C,上り閉塞56,5381.538,6060.779
592C,上り閉塞62,6060.779,6661.7764
592C,上り閉塞68,6661.7764,7216.119
592C,上り閉塞74,7216.119,7637.0728
592C,津崎上り場内1RA,7637.0728,8032.9263
592C,津崎上り出発3R,8032.9263,8427.81
592C,上り閉塞86,8427.81,8932.791
592C,上り閉塞92,8932.791,9299.265
592C,浜園上り場内1R,9299.265,9525.64
592C,浜園上り出発2R,9525.64,10107.131
592C,上り閉塞102,10107.131,10667.18
592C,上り閉塞108,10667.18,11263.336
592C,上り閉塞114,11263.336,11817.184
592C,上り閉塞120,11817.184,12181.324
592C,上り閉塞124,12181.324,12626.861
592C,新野崎上り場内1RA,12626.861,13004.913
592C,新野崎上り出発12R,13004.913,13418.132
592C,上り閉塞136,13418.132,13902.186
592C,上り閉塞142,13902.186,14367.852
592C,上り閉塞146,14367.852,14867.578
592C,江ノ原検車区上り場内1RA,14867.578,15372.011
592C,上り閉塞156,15372.011,15577.467
592C,大道寺上り場内1RA,15577.467,15782.639
592C,大道寺上り場内2R,15782.639,15929.84
