diaName,signalName,StartMeter,EndMeter
回607A,江ノ原検車区下り出発2L,4.196062,277.44592
回607A,下り閉塞151,277.44592,796.6565
回607A,下り閉塞145,796.6565,1078.3883
回607A,下り閉塞143,1078.3883,1572.3765
回607A,下り閉塞137,1572.3765,1929.9312
回607A,新野崎下り場内5LA,1929.9312,2258.0825
回607A,新野崎下り場内3L,2258.0825,2404.203
回607A,新野崎下り出発1L,2404.203,2954.1833
回607A,下り閉塞123,2954.1833,3550.8196
回607A,下り閉塞117,3550.8196,4152.8037
回607A,下り閉塞111,4152.8037,4709.7007
回607A,下り閉塞105,4709.7007,5032.6396
回607A,下り閉塞103,5032.6396,5488.899
回607A,浜園下り場内2L,5488.899,5857.716
回607A,浜園下り出発1L,5857.716,6428.1294
回607A,下り閉塞89,6428.1294,6972.253
回607A,津崎下り場内3LA,6972.253,7338.707
回607A,津崎下り出発1L,7338.707,7853.9307
回607A,下り閉塞75,7853.9307,8226.591
回607A,下り閉塞71,8226.591,8624.752
回607A,下り閉塞67,8624.752,9310.403
回607A,下り閉塞59,9310.403,9874.634
回607A,下り閉塞55,9874.634,10375.1
回607A,下り閉塞49,10375.1,10874.04
回607A,下り閉塞45,10874.04,11275.322
回607A,下り閉塞41,11275.322,11911.285
回607A,下り閉塞35,11911.285,12597.648
回607A,下り閉塞27,12597.648,13110.174
回607A,駒野下り場内11LA,13110.174,13611.07
回607A,駒野下り出発2L,13611.07,14037.686
回607A,駒野下り出発1L,14037.686,14350.193
回607A,下り閉塞9,14350.193,14591.337
回607A,下り閉塞7,14591.337,14843.085
回607A,館浜下り場内1LA,14843.085,15315.57
