diaName,signalName,StartMeter,EndMeter
619A,大道寺下り出発2L,20.79261,561.8783
619A,江ノ原検車区下り場内1LA,561.8783,848.3921
619A,下り閉塞151,848.3921,1367.3276
619A,下り閉塞145,1367.3276,1649.0482
619A,下り閉塞143,1649.0482,2142.985
619A,下り閉塞137,2142.985,2500.578
619A,新野崎下り場内5LA,2500.578,2828.7434
619A,新野崎下り場内3L,2828.7434,2974.8662
619A,新野崎下り出発1L,2974.8662,3524.8455
619A,下り閉塞123,3524.8455,4121.425
619A,下り閉塞117,4121.425,4723.4697
619A,下り閉塞111,4723.4697,5280.3643
619A,下り閉塞105,5280.3643,5603.3096
619A,下り閉塞103,5603.3096,6059.55
619A,浜園下り場内2L,6059.55,6428.3794
619A,浜園下り出発1L,6428.3794,6998.791
619A,下り閉塞89,6998.791,7542.931
619A,津崎下り場内3LA,7542.931,7909.356
619A,津崎下り出発1L,7909.356,8424.582
619A,下り閉塞75,8424.582,8797.222
619A,下り閉塞71,8797.222,9195.415
619A,下り閉塞67,9195.415,9881.037
619A,下り閉塞59,9881.037,10445.261
619A,下り閉塞55,10445.261,10945.738
619A,下り閉塞49,10945.738,11444.663
619A,下り閉塞45,11444.663,11845.977
619A,下り閉塞41,11845.977,12481.919
619A,下り閉塞35,12481.919,13168.28
619A,下り閉塞27,13168.28,13680.773
619A,駒野下り場内11LA,13680.773,14181.717
619A,駒野下り出発2L,14181.717,14608.313
619A,駒野下り出発1L,14608.313,14920.818
619A,下り閉塞9,14920.818,15161.992
619A,下り閉塞7,15161.992,15413.713
