diaName,signalName,StartMeter,EndMeter
2066,館浜上り出発4R,56.60376,361.9182
2066,上り閉塞6,361.9182,559.2403
2066,上り閉塞8,559.2403,1048.5876
2066,駒野上り場内1RA,1048.5876,1467.4636
2066,駒野上り場内2RA,1467.4636,1772.9933
2066,駒野上り出発4R,1772.9933,2384.5637
2066,上り閉塞26,2384.5637,2840.765
2066,上り閉塞30,2840.765,3441.4517
2066,上り閉塞36,3441.4517,4088.3335
2066,上り閉塞42,4088.3335,4691.639
2066,上り閉塞48,4691.639,5382.018
2066,上り閉塞56,5382.018,6061.2427
2066,上り閉塞62,6061.2427,6662.246
2066,上り閉塞68,6662.246,7216.584
2066,上り閉塞74,7216.584,7637.5103
2066,津崎上り場内1RA,7637.5103,8033.3936
2066,津崎上り出発3R,8033.3936,8428.274
2066,上り閉塞86,8428.274,8933.255
2066,上り閉塞92,8933.255,9299.717
2066,浜園上り場内1R,9299.717,9526.085
2066,浜園上り出発2R,9526.085,10107.589
2066,上り閉塞102,10107.589,10667.633
2066,上り閉塞108,10667.633,11263.784
2066,上り閉塞114,11263.784,11817.629
2066,上り閉塞120,11817.629,12181.787
2066,上り閉塞124,12181.787,12627.622
2066,新野崎上り場内1RB,12627.622,13007.113
2066,新野崎入換111R,13007.113,13334.43
