diaName,signalName,StartMeter,EndMeter
1260,館浜上り出発4R,15.23909,320.66022
1260,上り閉塞6,320.66022,517.9864
1260,上り閉塞8,517.9864,1007.3345
1260,駒野上り場内1RA,1007.3345,1426.2063
1260,駒野上り場内2RA,1426.2063,1731.7354
1260,駒野上り出発4R,1731.7354,2343.3093
1260,上り閉塞26,2343.3093,2799.5059
1260,上り閉塞30,2799.5059,3400.1965
1260,上り閉塞36,3400.1965,4047.0752
1260,上り閉塞42,4047.0752,4650.39
1260,上り閉塞48,4650.39,5340.7563
1260,上り閉塞56,5340.7563,6019.9487
1260,上り閉塞62,6019.9487,6620.9634
1260,上り閉塞68,6620.9634,7175.3057
1260,上り閉塞74,7175.3057,7596.2725
1260,津崎上り場内1RA,7596.2725,7992.1094
1260,津崎上り出発3R,7992.1094,8386.983
1260,上り閉塞86,8386.983,8891.954
1260,上り閉塞92,8891.954,9258.43
1260,浜園上り場内1R,9258.43,9484.784
1260,浜園上り出発2R,9484.784,10066.285
1260,上り閉塞102,10066.285,10626.344
1260,上り閉塞108,10626.344,11222.517
1260,上り閉塞114,11222.517,11776.38
1260,上り閉塞120,11776.38,12140.518
1260,上り閉塞124,12140.518,12586.353
1260,新野崎上り場内1RB,12586.353,12966.129
1260,新野崎入換111R,12966.129,13334.28
