diaName,signalName,StartMeter,EndMeter
2087C,大道寺入換112L,8.641865,129.08502
2087C,大道寺入換110L,129.08502,266.64056
2087C,大道寺入換103L,266.64056,409.05328
2087C,大道寺下り出発1L,409.05328,954.4451
2087C,江ノ原検車区下り場内1LA,954.4451,1240.9565
2087C,下り閉塞151,1240.9565,1759.8694
2087C,下り閉塞145,1759.8694,2041.6147
2087C,下り閉塞143,2041.6147,2535.557
2087C,下り閉塞137,2535.557,2893.1206
2087C,新野崎下り場内5LA,2893.1206,3221.3088
2087C,新野崎下り場内3L,3221.3088,3367.433
2087C,新野崎下り出発1L,3367.433,3917.416
2087C,下り閉塞123,3917.416,4514.0093
2087C,下り閉塞117,4514.0093,5116.045
2087C,下り閉塞111,5116.045,5672.945
2087C,下り閉塞105,5672.945,5995.884
2087C,下り閉塞103,5995.884,6452.1406
2087C,浜園下り場内2L,6452.1406,6820.9526
2087C,浜園下り出発1L,6820.9526,7391.347
2087C,下り閉塞89,7391.347,7935.5376
2087C,津崎下り場内3LA,7935.5376,8301.932
2087C,津崎下り出発1L,8301.932,8817.145
2087C,下り閉塞75,8817.145,9189.801
2087C,下り閉塞71,9189.801,9587.963
2087C,下り閉塞67,9587.963,10273.583
2087C,下り閉塞59,10273.583,10837.827
2087C,下り閉塞55,10837.827,11338.301
2087C,下り閉塞49,11338.301,11837.234
2087C,下り閉塞45,11837.234,12238.543
2087C,下り閉塞41,12238.543,12874.499
2087C,下り閉塞35,12874.499,13560.847
2087C,下り閉塞27,13560.847,14073.365
2087C,駒野下り場内11LA,14073.365,14574.218
2087C,駒野下り出発2L,14574.218,15000.865
2087C,駒野下り出発1L,15000.865,15313.366
2087C,下り閉塞9,15313.366,15554.546
2087C,下り閉塞7,15554.546,15806.25
2087C,館浜下り場内1L,15806.25,16230.98
