diaName,signalName,StartMeter,EndMeter
619A,大道寺下り出発2L,20.79261,561.8802
619A,江ノ原検車区下り場内1LA,561.8802,848.38904
619A,下り閉塞151,848.38904,1367.3136
619A,下り閉塞145,1367.3136,1649.0481
619A,下り閉塞143,1649.0481,2142.993
619A,下り閉塞137,2142.993,2500.5664
619A,新野崎下り場内5LA,2500.5664,2828.747
619A,新野崎下り場内3L,2828.747,2974.863
619A,新野崎下り出発1L,2974.863,3524.8472
619A,下り閉塞123,3524.8472,4121.4224
619A,下り閉塞117,4121.4224,4723.4727
619A,下り閉塞111,4723.4727,5280.379
619A,下り閉塞105,5280.379,5603.316
619A,下り閉塞103,5603.316,6059.5767
619A,浜園下り場内2L,6059.5767,6428.3916
619A,浜園下り出発1L,6428.3916,6998.801
619A,下り閉塞89,6998.801,7542.9336
619A,津崎下り場内3LA,7542.9336,7909.394
619A,津崎下り出発1L,7909.394,8424.611
619A,下り閉塞75,8424.611,8797.288
619A,下り閉塞71,8797.288,9195.449
619A,下り閉塞67,9195.449,9881.063
619A,下り閉塞59,9881.063,10445.321
619A,下り閉塞55,10445.321,10945.769
619A,下り閉塞49,10945.769,11444.704
619A,下り閉塞45,11444.704,11846.012
619A,下り閉塞41,11846.012,12481.979
619A,下り閉塞35,12481.979,13168.339
619A,下り閉塞27,13168.339,13680.872
619A,駒野下り場内11LA,13680.872,14181.807
619A,駒野下り出発2L,14181.807,14608.397
619A,駒野下り出発1L,14608.397,14920.921
619A,下り閉塞9,14920.921,15162.114
619A,下り閉塞7,15162.114,15413.854
619A,館浜下り場内1LA,15413.854,15883.62
