diaName,signalName,StartMeter,EndMeter
602A,館浜上り出発1R,74.27119,372.4231
602A,上り閉塞6,372.4231,569.3594
602A,上り閉塞8,569.3594,1058.7108
602A,駒野上り場内1RA,1058.7108,1477.5732
602A,駒野上り場内2RA,1477.5732,1783.1075
602A,駒野上り出発4R,1783.1075,2394.69
602A,上り閉塞26,2394.69,2850.8784
602A,上り閉塞30,2850.8784,3451.5608
602A,上り閉塞36,3451.5608,4098.4424
602A,上り閉塞42,4098.4424,4701.755
602A,上り閉塞48,4701.755,5392.1294
602A,上り閉塞56,5392.1294,6071.3535
602A,上り閉塞62,6071.3535,6672.352
602A,上り閉塞68,6672.352,7226.6953
602A,上り閉塞74,7226.6953,7647.6216
602A,津崎上り場内1RA,7647.6216,8043.4966
602A,津崎上り出発3R,8043.4966,8438.385
602A,上り閉塞86,8438.385,8943.344
602A,上り閉塞92,8943.344,9309.8125
602A,浜園上り場内1R,9309.8125,9536.182
602A,浜園上り出発2R,9536.182,10117.672
602A,上り閉塞102,10117.672,10677.723
602A,上り閉塞108,10677.723,11273.893
602A,上り閉塞114,11273.893,11827.728
602A,上り閉塞120,11827.728,12191.888
602A,上り閉塞124,12191.888,12637.4
602A,新野崎上り場内1RA,12637.4,13015.45
602A,新野崎上り出発12R,13015.45,13428.677
602A,上り閉塞136,13428.677,13912.6045
602A,上り閉塞142,13912.6045,14378.39
602A,上り閉塞146,14378.39,14878.094
602A,江ノ原検車区上り場内1RA,14878.094,15382.561
