diaName,signalName,StartMeter,EndMeter
592C,館浜上り出発3R,98.17927,402.6292
592C,上り閉塞6,402.6292,599.5138
592C,上り閉塞8,599.5138,1088.8615
592C,駒野上り場内1RA,1088.8615,1507.7251
592C,駒野上り場内2RA,1507.7251,1813.2615
592C,駒野上り出発4R,1813.2615,2424.8306
592C,上り閉塞26,2424.8306,2881.0276
592C,上り閉塞30,2881.0276,3481.7134
592C,上り閉塞36,3481.7134,4128.598
592C,上り閉塞42,4128.598,4731.922
592C,上り閉塞48,4731.922,5422.286
592C,上り閉塞56,5422.286,6101.497
592C,上り閉塞62,6101.497,6702.5215
592C,上り閉塞68,6702.5215,7256.865
592C,上り閉塞74,7256.865,7677.8203
592C,津崎上り場内1RA,7677.8203,8073.674
592C,津崎上り出発3R,8073.674,8468.561
592C,上り閉塞86,8468.561,8973.527
592C,上り閉塞92,8973.527,9339.993
592C,浜園上り場内1R,9339.993,9566.381
592C,浜園上り出発2R,9566.381,10147.855
592C,上り閉塞102,10147.855,10707.916
592C,上り閉塞108,10707.916,11304.084
592C,上り閉塞114,11304.084,11857.929
592C,上り閉塞120,11857.929,12222.083
592C,上り閉塞124,12222.083,12667.591
592C,新野崎上り場内1RA,12667.591,13045.629
592C,新野崎上り出発12R,13045.629,13458.8545
592C,上り閉塞136,13458.8545,13942.795
592C,上り閉塞142,13942.795,14408.549
592C,上り閉塞146,14408.549,14908.258
592C,江ノ原検車区上り場内1RA,14908.258,15412.748
592C,上り閉塞156,15412.748,15618.1875
592C,大道寺上り場内1RA,15618.1875,15823.35
592C,大道寺上り場内2R,15823.35,15947.22
