diaName,signalName,StartMeter,EndMeter
606A,館浜上り出発1R,14.99523,313.1464
606A,上り閉塞6,313.1464,510.08148
606A,上り閉塞8,510.08148,999.43207
606A,駒野上り場内1RA,999.43207,1418.3029
606A,駒野上り場内2RA,1418.3029,1723.8368
606A,駒野上り出発4R,1723.8368,2335.4048
606A,上り閉塞26,2335.4048,2791.6357
606A,上り閉塞30,2791.6357,3392.2915
606A,上り閉塞36,3392.2915,4039.1677
606A,上り閉塞42,4039.1677,4642.4976
606A,上り閉塞48,4642.4976,5332.858
606A,上り閉塞56,5332.858,6012.0835
606A,上り閉塞62,6012.0835,6613.0757
606A,上り閉塞68,6613.0757,7167.421
606A,上り閉塞74,7167.421,7588.3613
606A,津崎上り場内1RA,7588.3613,7984.227
606A,津崎上り出発3R,7984.227,8379.115
606A,上り閉塞86,8379.115,8884.086
606A,上り閉塞92,8884.086,9250.554
606A,浜園上り場内1R,9250.554,9476.907
606A,浜園上り出発2R,9476.907,10058.428
606A,上り閉塞102,10058.428,10618.452
606A,上り閉塞108,10618.452,11214.604
606A,上り閉塞114,11214.604,11768.471
606A,上り閉塞120,11768.471,12132.62
606A,上り閉塞124,12132.62,12578.133
606A,新野崎上り場内1RA,12578.133,12956.188
606A,新野崎上り出発12R,12956.188,13369.433
606A,上り閉塞136,13369.433,13853.555
606A,上り閉塞142,13853.555,14319.164
606A,上り閉塞146,14319.164,14818.876
606A,江ノ原検車区上り場内1RA,14818.876,15323.353
606A,上り閉塞156,15323.353,15528.789
606A,大道寺上り場内1RA,15528.789,15733.959
606A,大道寺上り場内2R,15733.959,15878.75
