diaName,signalName,StartMeter,EndMeter
685C,大道寺入換112L,8.860675,129.30191
685C,大道寺入換110L,129.30191,266.8583
685C,大道寺入換103L,266.8583,409.2693
685C,大道寺下り出発1L,409.2693,954.6607
685C,江ノ原検車区下り場内1LA,954.6607,1241.1748
685C,下り閉塞151,1241.1748,1760.092
685C,下り閉塞145,1760.092,2041.8325
685C,下り閉塞143,2041.8325,2535.792
685C,下り閉塞137,2535.792,2893.3733
685C,新野崎下り場内5LA,2893.3733,3221.5315
685C,新野崎下り場内3L,3221.5315,3367.6528
685C,新野崎下り出発1L,3367.6528,3917.6284
685C,下り閉塞123,3917.6284,4514.2305
685C,下り閉塞117,4514.2305,5116.2466
685C,下り閉塞111,5116.2466,5673.1533
685C,下り閉塞105,5673.1533,5996.0947
685C,下り閉塞103,5996.0947,6452.3438
685C,浜園下り場内2L,6452.3438,6821.17
685C,浜園下り出発1L,6821.17,7391.595
685C,下り閉塞89,7391.595,7935.7363
685C,津崎下り場内3LA,7935.7363,8302.158
685C,津崎下り出発1L,8302.158,8817.391
685C,下り閉塞75,8817.391,9190.062
685C,下り閉塞71,9190.062,9588.238
685C,下り閉塞67,9588.238,10273.862
685C,下り閉塞59,10273.862,10838.11
685C,下り閉塞55,10838.11,11338.578
685C,下り閉塞49,11338.578,11837.492
685C,下り閉塞45,11837.492,12238.805
685C,下り閉塞41,12238.805,12874.768
685C,下り閉塞35,12874.768,13561.142
685C,下り閉塞27,13561.142,14073.653
685C,駒野下り場内11LA,14073.653,14574.54
685C,駒野下り出発2L,14574.54,15001.158
685C,駒野下り出発1L,15001.158,15313.667
685C,下り閉塞9,15313.667,15554.849
685C,下り閉塞7,15554.849,15806.566
685C,館浜下り場内1L,15806.566,16217.84
